country	gdpPercap	year
Nicaragua	3902.480236	1963
Niger	1073.59144	1963
Nigeria	1228.976992	1963
Norway	13859.59033	1963
Oman	2975.728035	1963
Pakistan	831.4433422	1963
Panama	3760.368913	1963
Papua New Guinea	1245.616007	1963
Paraguay	2150.974115	1963
Peru	5038.456563	1963
Philippines	1712.47441	1963
Poland	5597.456046	1963
Portugal	4974.495622	1963
Puerto Rico	5529.930795	1963
Reunion	3307.583564	1963
Romania	5040.095554	1963
Rwanda	525.4255235	1963
Saint Vincent and the Grenadines	2224.88922	1963
Sao Tome and Principe	1136.310495	1963
Saudi Arabia	12332.86972	1963
Senegal	1676.996349	1963
Serbia	6877.269504	1963
Seychelles	5892.554185	1963
Sierra Leone	1118.69285	1963
Singapore	3907.516606	1963
Slovak Republic	7292.141169	1963
Slovenia	8093.900949	1963
Somalia	1393.026006	1963
South Africa	6045.121124	1963
Spain	6221.104643	1963
Sri Lanka	1069.516435	1963
Sudan	1852.464092	1963
Swaziland	1913.558226	1963
Sweden	12906.36165	1963
Switzerland	20977.26759	1963
Syria	2118.066241	1963
Taiwan	1938.910509	1963
Tanzania	745.3554182	1963
Thailand	1050.67602	1963
Togo	1092.427508	1963
Trinidad and Tobago	5154.494912	1963
Tunisia	1872.913612	1963
Turkey	2481.613323	1963
Uganda	830.8017875	1963
United Kingdom	12876.59974	1963
United States	16646.2579	1963
Uruguay	5558.900598	1963
Venezuela	8356.603994	1963
West Bank and Gaza	2282.596914	1963
Vietnam	769.5051296	1963
Yemen, Rep.	832.9186917	1963
Zambia	1447.579193	1963
Zimbabwe	506.0860538	1963
Afghanistan	846.2672818	1964
Albania	2473.6971	1964
Algeria	3214.436609	1964
Angola	4826.488113	1964
Argentina	7452.885451	1964
Australia	13329.89726	1964
Austria	11705.63362	1964
Bahamas	16708.0202	1964
Bahrain	13372.46701	1964
Bangladesh	734.0626968	1964
Barbados	6130.21461	1964
Belgium	12089.40942	1964
Belize	1972.054066	1964
Benin	1012.246002	1964
Bermuda	29189.2796	1964
Bolivia	2323.02389	1964
Bosnia and Herzegovina	2029.362919	1964
Botswana	1018.748809	1964
Brazil	3277.005382	1964
Bulgaria	4721.863908	1964
Burkina Faso	719.565222	1964
Burundi	376.0991915	1964
Cambodia	492.1909301	1964
Cameroon	1452.690342	1964
Canada	14510.89933	1964
Cape Verde	727.6495053	1964
Central African Rep.	1162.472889	1964
Chad	1285.508501	1964
Chile	4694.222513	1964
China	566.2947915	1964
Colombia	2566.85756	1964
Comoros	1750.414737	1964
Congo, Dem. Rep.	872.8345291	1964
Congo, Rep.	2513.68622	1964
Costa Rica	3680.523875	1964
Cote d'Ivoire	2192.294859	1964
Croatia	6502.154178	1964
Cuba	5087.169603	1964
Czech Rep.	10268.34191	1964
Denmark	14715.16498	1964
Djibouti	3019.733192	1964
Dominican Rep.	1769.272036	1964
Ecuador	4227.098943	1964
Egypt	1838.784687	1964
El Salvador	4047.704772	1964
Equatorial Guinea	752.2870542	1964
Eritrea	434.8703467	1964
Ethiopia	478.7694151	1964
Fiji	2130.131128	1964
Finland	10042.2193	1964
France	11541.52506	1964
Gabon	7256.213394	1964
Gambia	604.6269347	1964
Germany	13844.3692	1964
Ghana	1189.009647	1964
Greece	7121.102967	1964
Guatemala	2978.562062	1964
Guinea	666.6379016	1964
Guinea-Bissau	595.8082243	1964
Guyana	2049.281321	1964
Haiti	1572.87027	1964
Honduras	2326.638723	1964
Hong Kong, China	5559.560736	1964
Hungary	8362.477399	1964
Iceland	12133.87365	1964
India	713.1133525	1964
Indonesia	809.5845474	1964
Iran	4699.395493	1964
Iraq	8686.744911	1964
Ireland	7131.74042	1964
Isle of Man	7627.418821	1964
Israel	7981.80674	1964
Italy	8821.596841	1964
Jamaica	5596.179519	1964
Japan	7803.680953	1964
Jordan	2671.520268	1964
Kenya	970.1401946	1964
Korea, Dem. Rep.	1811.168954	1964
Korea, Rep.	1714.599756	1964
Kuwait	91341.82533	1964
Laos	889.9652191	1964
Lebanon	5814.815906	1964
Lesotho	472.3235646	1964
Liberia	645.9002004	1964
Libya	12161.3767	1964
Luxembourg	19273.35177	1964
Macedonia, FYR	3972.983927	1964
Madagascar	1624.242244	1964
Malawi	390.2178813	1964
Malaysia	2149.867226	1964
Mali	532.1724691	1964
Malta	2301.608577	1964
Mauritania	1252.616968	1964
Mauritius	2555.211984	1964
Mexico	5213.601444	1964
Mongolia	1121.783975	1964
Montenegro	5518.981863	1964
Morocco	1596.535169	1964
Mozambique	536.6341441	1964
Myanmar	381	1964
Namibia	3855.431123	1964
Nepal	661.3681554	1964
Netherlands	13985.56106	1964
New Zealand	14107.05469	1964
Nicaragua	4222.446551	1964
Niger	1053.887279	1964
Nigeria	1251.083771	1964
Norway	14439.99117	1964
Oman	2902.512253	1964
Pakistan	870.8437414	1964
Panama	3810.205248	1964
Papua New Guinea	1325.882421	1964
Paraguay	2187.332874	1964
Peru	5235.974859	1964
Philippines	1717.621926	1964
Poland	5788.405243	1964
Portugal	5278.676878	1964
Puerto Rico	5793.243477	1964
Reunion	3469.501712	1964
Romania	5326.915931	1964
Rwanda	451.8523297	1964
Saint Vincent and the Grenadines	2281.787	1964
Sao Tome and Principe	1197.783516	1964
Saudi Arabia	13089.09887	1964
Senegal	1668.632452	1964
Serbia	7465.673528	1964
Seychelles	5964.679963	1964
Sierra Leone	1114.891798	1964
Singapore	3827.089677	1964
Slovak Republic	7578.137275	1964
Slovenia	8786.397278	1964
Somalia	1216.287303	1964
South Africa	6380.017449	1964
Spain	6765.927648	1964
Sri Lanka	1094.231406	1964
Sudan	1785.068598	1964
Swaziland	2139.389556	1964
Sweden	13839.08238	1964
Switzerland	21712.09454	1964
Syria	2092.619404	1964
Taiwan	2118.473387	1964
Tanzania	763.2382601	1964
Thailand	1088.709678	1964
Togo	1218.929018	1964
Trinidad and Tobago	5217.560614	1964
Tunisia	1912.763387	1964
Turkey	2524.451364	1964
Uganda	868.2877755	1964
United Kingdom	13465.99369	1964
United States	17380.43484	1964
Uruguay	5603.147316	1964
Venezuela	9244.188757	1964
West Bank and Gaza	2368.288113	1964
Vietnam	780.9018341	1964
Yemen, Rep.	837.0420207	1964
Zambia	1599.107767	1964
Zimbabwe	535.4854749	1964
Afghanistan	845.2206617	1965
Albania	2563.945574	1965
Algeria	3327.99122	1965
Angola	5102.210214	1965
Argentina	8022.442672	1965
Australia	13739.92688	1965
Austria	11964.2821	1965
Bahamas	17609.59195	1965
Bahrain	13810.41979	1965
Bangladesh	758.0844826	1965
Barbados	6806.042783	1965
Belgium	12406.28806	1965
Belize	2008.959321	1965
Benin	1039.340013	1965
Bermuda	29846.80828	1965
Bolivia	2380.764374	1965
Bosnia and Herzegovina	2063.898566	1965
Botswana	1034.373864	1965
Brazil	3261.050722	1965
Bulgaria	4970.48803	1965
Burkina Faso	740.9826899	1965
Burundi	380.0788042	1965
Cambodia	502.0202275	1965
Cameroon	1455.607964	1965
Canada	15198.11009	1965
Cape Verde	741.2465009	1965
Central African Rep.	1146.841218	1965
Chad	1264.434252	1965
Chile	4632.335272	1965
China	613.4549871	1965
Colombia	2591.012402	1965
Comoros	1714.180233	1965
Congo, Dem. Rep.	861.8789297	1965
Congo, Rep.	2537.541404	1965
Costa Rica	3885.682359	1965
Cote d'Ivoire	2055.671207	1965
Croatia	6612.807673	1965
Cuba	5033.962064	1965
Czech Rep.	10574.6228	1965
Denmark	15263.86573	1965
Djibouti	3013.921482	1965
Dominican Rep.	1500.696072	1965
Ecuador	4498.486643	1965
Egypt	1912.855486	1965
El Salvador	4132.170158	1965
Equatorial Guinea	844.8722379	1965
Eritrea	451.1699641	1965
Ethiopia	496.714438	1965
Fiji	2013.006466	1965
Finland	10540.93525	1965
France	11985.95392	1965
French Polynesia	14652.17835	1965
Gabon	7803.242688	1965
Gambia	649.5203834	1965
Georgia	2711.39048	1965
Germany	14414.59188	1965
Ghana	1170.788701	1965
Greece	7753.557246	1965
Guatemala	3055.198484	1965
Guinea	699.0760241	1965
Guinea-Bissau	636.3916057	1965
Guyana	2213.573935	1965
Haiti	1556.302812	1965
Honduras	2438.226421	1965
Hong Kong, China	6199.221492	1965
Hungary	8403.477994	1965
Iceland	12794.8827	1965
India	669.2813514	1965
Indonesia	802.6382632	1965
Iran	5120.943458	1965
Iraq	9205.28139	1965
Ireland	7225.829286	1965
Isle of Man	7773.758741	1965
Israel	8462.282335	1965
Italy	9011.540421	1965
Jamaica	5915.466663	1965
Japan	8170.007443	1965
Jordan	2853.277262	1965
Kenya	950.1632152	1965
Korea, Dem. Rep.	1871.802308	1965
Korea, Rep.	1772.199971	1965
Kuwait	84952.1083	1965
Laos	898.146833	1965
Latvia	4078.828307	1965
Lebanon	6229.756158	1965
Lesotho	472.446674	1965
Liberia	638.980903	1965
Libya	15128.27641	1965
Luxembourg	19349.15509	1965
Macedonia, FYR	4040.596068	1965
Madagascar	1583.083978	1965
Malawi	431.9465195	1965
Malaysia	2245.030909	1965
Mali	528.4971047	1965
Malta	2452.021782	1965
Mauritania	1406.613497	1965
Mauritius	2570.01935	1965
Mexico	5384.967492	1965
Mongolia	1155.338433	1965
Montenegro	5612.903757	1965
Morocco	1612.120262	1965
Mozambique	537.2515842	1965
Myanmar	378	1965
Namibia	4010.167635	1965
Nepal	665.639933	1965
Netherlands	14533.04844	1965
New Caledonia	21036.52924	1965
New Zealand	14730.24819	1965
Nicaragua	4478.933287	1965
Niger	1109.424736	1965
Nigeria	1303.642655	1965
Norway	15089.13985	1965
Oman	2842.572434	1965
Pakistan	885.8107496	1965
Panama	4025.804525	1965
Papua New Guinea	1432.515945	1965
Paraguay	2253.936264	1965
Peru	5430.595213	1965
Philippines	1753.005985	1965
Poland	6052.025449	1965
Portugal	5667.6641	1965
Puerto Rico	6211.834545	1965
Reunion	3717.107358	1965
Romania	5628.672846	1965
Rwanda	471.6157626	1965
Saint Vincent and the Grenadines	2277.885646	1965
Sao Tome and Principe	1254.590654	1965
Saudi Arabia	14304.44216	1965
Senegal	1681.14756	1965
Serbia	7592.724172	1965
Seychelles	5836.111995	1965
Sierra Leone	1176.510592	1965
Singapore	4181.248306	1965
Slovak Republic	7804.175584	1965
Slovenia	8935.923965	1965
Somalia	1111.442231	1965
South Africa	6625.405496	1965
Spain	7136.520325	1965
Sri Lanka	1102.423994	1965
Sudan	1860.806617	1965
Swaziland	2410.438931	1965
Sweden	14409.93874	1965
Switzerland	22190.77302	1965
Syria	2016.5636	1965
Taiwan	2297.808004	1965
Tanzania	767.493011	1965
Thailand	1140.354963	1965
Togo	1350.379489	1965
Trinidad and Tobago	5393.579459	1965
Tunisia	1989.81662	1965
Turkey	2532.406346	1965
Uganda	861.751682	1965
United Kingdom	13724.35271	1965
United States	18277.61585	1965
Uruguay	5605.106723	1965
Venezuela	9424.824301	1965
West Bank and Gaza	2457.423548	1965
Vietnam	764.6560554	1965
Yemen, Rep.	843.3371477	1965
Zambia	1841.719086	1965
Zimbabwe	552.3734493	1965
Afghanistan	833.6140562	1966
Albania	2660.074837	1966
Algeria	3070.753392	1966
Angola	5308.136181	1966
Argentina	7955.974182	1966
Australia	13860.95806	1966
Austria	12549.33397	1966
Bahamas	18377.28507	1966
Bahrain	14286.4804	1966
Bangladesh	752.5969218	1966
Barbados	7057.569286	1966
Belgium	12720.17707	1966
Belize	2049.493677	1966
Benin	1051.665607	1966
Bermuda	33531.53243	1966
Bolivia	2493.241562	1966
Bosnia and Herzegovina	2154.285064	1966
Botswana	1119.013121	1966
Brazil	3385.404102	1966
Bulgaria	5325.953431	1966
Burkina Faso	737.8321956	1966
Burundi	387.4684	1966
Cambodia	511.0505235	1966
Cameroon	1495.909892	1966
Canada	15884.83624	1966
Cape Verde	754.1742728	1966
Central African Rep.	1116.06553	1966
Chad	1215.213814	1966
Chile	5044.562145	1966
China	649.6989604	1966
Colombia	2657.978405	1966
Comoros	1847.269099	1966
Congo, Dem. Rep.	897.0837121	1966
Congo, Rep.	2606.334098	1966
Costa Rica	4049.721543	1966
Cote d'Ivoire	2120.459315	1966
Croatia	6902.40937	1966
Cuba	5193.194658	1966
Czech Rep.	10972.00996	1966
Denmark	15551.56018	1966
Djibouti	3025.893896	1966
Dominican Rep.	1649.861264	1966
Ecuador	4480.751904	1966
Egypt	1879.126168	1966
El Salvador	4271.860621	1966
Equatorial Guinea	869.1795647	1966
Eritrea	459.1286091	1966
Ethiopia	505.4764881	1966
Fiji	1960.746928	1966
Finland	10753.82335	1966
France	12511.09646	1966
French Polynesia	15501.46369	1966
Gabon	8093.554906	1966
Gambia	733.4587701	1966
Georgia	2881.801768	1966
Germany	14731.37375	1966
Ghana	1138.507697	1966
Greece	8166.504539	1966
Guatemala	3169.151143	1966
Guinea	700.5300859	1966
Guinea-Bissau	676.3977523	1966
Guyana	2277.617302	1966
Haiti	1514.230852	1966
Honduras	2489.668568	1966
Hong Kong, China	6250.402238	1966
Hungary	8854.418758	1966
Iceland	13701.27415	1966
India	661.7126619	1966
Indonesia	794.0593863	1966
Iran	5467.60295	1966
Iraq	9414.144797	1966
Ireland	7267.288501	1966
Isle of Man	7880.400909	1966
Israel	8351.317535	1966
Italy	9503.610165	1966
Jamaica	6029.785542	1966
Japan	8957.28044	1966
Jordan	2812.0199	1966
Kenya	1038.147867	1966
Korea, Dem. Rep.	2045.245823	1966
Korea, Rep.	1936.30211	1966
Kuwait	86817.70825	1966
Laos	907.1285234	1966
Latvia	4110.991504	1966
Lebanon	6477.877608	1966
Lesotho	459.6855208	1966
Liberia	738.9271243	1966
Libya	17346.1915	1966
Luxembourg	19340.04205	1966
Macedonia, FYR	4217.550175	1966
Madagascar	1581.858455	1966
Malawi	463.4386481	1966
Malaysia	2297.58791	1966
Mali	539.1782165	1966
Malta	2704.072631	1966
Mauritania	1393.989593	1966
Mauritius	2419.018626	1966
Mexico	5584.869468	1966
Mongolia	1189.063722	1966
Montenegro	5858.715602	1966
Morocco	1660.757306	1966
Mozambique	542.4754186	1966
Myanmar	351	1966
Namibia	4057.530314	1966
Nepal	699.9144625	1966
Netherlands	14749.6671	1966
New Caledonia	19726.05188	1966
New Zealand	15384.75074	1966
Nicaragua	4481.544569	1966
Niger	1072.442086	1966
Nigeria	1231.204035	1966
Norway	15532.67709	1966
Oman	2913.996957	1966
Pakistan	932.8546855	1966
Panama	4200.790293	1966
Papua New Guinea	1484.363316	1966
Paraguay	2219.580474	1966
Peru	5724.341356	1966
Philippines	1775.281584	1966
Poland	6378.941971	1966
Portugal	5911.266372	1966
Puerto Rico	6572.88424	1966
Reunion	3845.987836	1966
Romania	6234.446773	1966
Rwanda	490.5900295	1966
Saint Vincent and the Grenadines	2254.524196	1966
Sao Tome and Principe	1327.903536	1966
Saudi Arabia	15958.98799	1966
Senegal	1678.352465	1966
Serbia	7925.240391	1966
Seychelles	5835.741739	1966
Sierra Leone	1232.608624	1966
Singapore	4527.162094	1966
Slovak Republic	8097.451214	1966
Slovenia	9327.264357	1966
Somalia	1241.966412	1966
South Africa	6773.610634	1966
Spain	7582.37058	1966
Sri Lanka	1064.710318	1966
Sudan	1789.810932	1966
Swaziland	2448.889151	1966
Sweden	14897.89006	1966
Switzerland	22533.03847	1966
Syria	1798.565681	1966
Taiwan	2442.393391	1966
Tanzania	840.3351177	1966
Thailand	1231.341652	1966
Togo	1437.087957	1966
Trinidad and Tobago	5550.353028	1966
Tunisia	1991.338849	1966
Turkey	2765.671971	1966
Uganda	888.693356	1966
United Kingdom	13912.62647	1966
United States	19256.78588	1966
Uruguay	5737.162718	1966
Venezuela	9259.599402	1966
West Bank and Gaza	2552.070185	1966
Vietnam	749.3611672	1966
Yemen, Rep.	852.7000667	1966
Zambia	1695.379518	1966
Zimbabwe	543.3213978	1966
Afghanistan	836.1971382	1967
Albania	2760.196931	1967
Algeria	3246.991771	1967
Angola	5522.776375	1967
Argentina	8052.953021	1967
Australia	14526.12465	1967
Austria	12834.6024	1967
Bahamas	19318.1061	1967
Bahrain	14804.6727	1967
Bangladesh	721.1860862	1967
Barbados	7788.544085	1967
Belgium	13149.04119	1967
Belize	2099.158522	1967
Benin	1035.831411	1967
Bermuda	37252.41713	1967
Bolivia	2586.886053	1967
Bosnia and Herzegovina	2172.352423	1967
Botswana	1214.709294	1967
Brazil	3429.864357	1967
Bulgaria	5577.0028	1967
Burkina Faso	794.8265597	1967
Burundi	412.9775136	1967
Cambodia	523.4323142	1967
Cameroon	1508.453148	1967
Canada	16076.58803	1967
Cape Verde	765.8281051	1967
Central African Rep.	1136.056615	1967
Chad	1196.810565	1967
Chile	5106.654313	1967
China	612.7056934	1967
Colombia	2678.729839	1967
Comoros	1876.029643	1967
Congo, Dem. Rep.	861.5932424	1967
Congo, Rep.	2677.939642	1967
Costa Rica	4161.727834	1967
Cote d'Ivoire	2052.050473	1967
Croatia	6960.297861	1967
Cuba	5690.268015	1967
Czech Rep.	11399.44489	1967
Denmark	15937.21123	1967
Djibouti	3020.050513	1967
Dominican Rep.	1653.723003	1967
Ecuador	4579.074215	1967
Egypt	1814.880728	1967
El Salvador	4358.595393	1967
Equatorial Guinea	915.5960025	1967
Eritrea	468.7949699	1967
Ethiopia	516.1186438	1967
Fiji	2170.073285	1967
Finland	10921.63626	1967
France	12999.91766	1967
French Polynesia	14244.02282	1967
Gabon	8358.761987	1967
Gambia	734.7829124	1967
Georgia	3029.799086	1967
Germany	14745.62561	1967
Ghana	1125.69716	1967
Greece	8513.097016	1967
Guatemala	3242.531147	1967
Guinea	708.7595409	1967
Guinea-Bissau	715.5806402	1967
Guyana	2325.092727	1967
Haiti	1452.057666	1967
Honduras	2538.269358	1967
Hong Kong, China	6197.962814	1967
Hungary	9326.64467	1967
Iceland	13319.89568	1967
India	700.7706107	1967
Indonesia	762.4317721	1967
Iran	5906.731805	1967
Iraq	8931.459811	1967
Ireland	7655.568963	1967
Isle of Man	8010.804808	1967
Israel	8393.741404	1967
Italy	10022.40131	1967
Jamaica	6124.703451	1967
Japan	9847.788607	1967
Jordan	2741.796252	1967
Kenya	1056.736457	1967
Korea, Dem. Rep.	2143.540609	1967
Korea, Rep.	2029.228142	1967
Kuwait	80894.88326	1967
Laos	915.9052548	1967
Latvia	4444.343948	1967
Lebanon	6006.983042	1967
Lesotho	498.6390265	1967
Liberia	713.6036483	1967
Libya	18772.75169	1967
Luxembourg	19163.00329	1967
Macedonia, FYR	4252.921536	1967
Madagascar	1634.047282	1967
Malawi	495.5147806	1967
Malaysia	2277.742396	1967
Mali	545.0098873	1967
Malta	2878.912966	1967
Mauritania	1421.145193	1967
Mauritius	2475.387562	1967
Mexico	5754.733883	1967
Mongolia	1226.04113	1967
Montenegro	5907.850937	1967
Morocco	1711.04477	1967
Mozambique	566.6691539	1967
Myanmar	349	1967
Namibia	3793.694753	1967
Nepal	676.4422254	1967
Netherlands	15363.25136	1967
New Caledonia	20213.73265	1967
New Zealand	14463.91893	1967
Nicaragua	4643.393534	1967
Niger	1054.384891	1967
Nigeria	1014.514104	1967
Norway	16361.87647	1967
Oman	4720.942687	1967
Pakistan	942.4082588	1967
Panama	4421.009084	1967
Papua New Guinea	1511.981089	1967
Paraguay	2299.376311	1967
Peru	5788.09333	1967
Philippines	1814.12743	1967
Poland	6557.152776	1967
Portugal	6361.517993	1967
Puerto Rico	6929.277714	1967
Reunion	4021.175739	1967
Romania	6470.866545	1967
Rwanda	510.9637142	1967
Saint Vincent and the Grenadines	2019.422175	1967
Sao Tome and Principe	1384.840593	1967
Saudi Arabia	16903.04886	1967
Senegal	1612.404632	1967
Serbia	7991.707066	1967
Seychelles	5708.003004	1967
Sierra Leone	1206.043465	1967
Singapore	4977.41854	1967
Slovak Republic	8412.902397	1967
Slovenia	9405.489397	1967
Solomon Islands	1304.598869	1967
Somalia	1284.73318	1967
South Africa	7114.477971	1967
Spain	7993.512294	1967
Sri Lanka	1135.514326	1967
Sudan	1687.997641	1967
Swaziland	2613.101665	1967
Sweden	15258.29697	1967
Switzerland	22966.14432	1967
Syria	1881.923632	1967
Taiwan	2643.858681	1967
Tanzania	848.2186575	1967
Thailand	1295.46066	1967
Togo	1477.59676	1967
Trinidad and Tobago	5621.368472	1967
Tunisia	1932.360167	1967
Turkey	2826.356387	1967
Uganda	908.9185217	1967
United Kingdom	14142.85089	1967
United States	19530.36557	1967
Uruguay	5444.61962	1967
Venezuela	9541.474188	1967
West Bank and Gaza	2649.715007	1967
Vietnam	637.1232887	1967
Yemen, Rep.	862.4421463	1967
Zambia	1777.077318	1967
Zimbabwe	569.7950712	1967
Afghanistan	845.0799786	1968
Albania	2859.812013	1968
Algeria	3519.794116	1968
Angola	5346.627499	1968
Argentina	8284.391228	1968
Australia	15088.55836	1968
Austria	13335.55703	1968
Bahamas	20153.21704	1968
Bahrain	15319.70109	1968
Bangladesh	772.1398151	1968
Barbados	8306.964284	1968
Belgium	13647.19609	1968
Belize	2206.039106	1968
Benin	1048.782081	1968
Bermuda	37319.00537	1968
Bolivia	2740.717287	1968
Bosnia and Herzegovina	2199.574574	1968
Botswana	1319.177585	1968
Brazil	3666.978272	1968
Bulgaria	5639.346751	1968
Burkina Faso	810.7609805	1968
Burundi	400.0258938	1968
Cambodia	533.1696574	1968
Cameroon	1575.871751	1968
Canada	16658.21328	1968
Cape Verde	776.9146642	1968
Central African Rep.	1122.2077	1968
Chad	1165.850943	1968
Chile	5189.48029	1968
China	582.400771	1968
Colombia	2770.645778	1968
Comoros	1827.896396	1968
Congo, Dem. Rep.	871.2142266	1968
Congo, Rep.	2749.044956	1968
Costa Rica	4346.334259	1968
Cote d'Ivoire	2258.478255	1968
Croatia	7047.518642	1968
Cuba	5265.765454	1968
Czech Rep.	11893.045	1968
Denmark	16494.95248	1968
Djibouti	2999.577888	1968
Dominican Rep.	1607.656829	1968
Ecuador	4690.395874	1968
Egypt	1806.233441	1968
El Salvador	4345.968225	1968
Equatorial Guinea	935.8254628	1968
Eritrea	466.8707813	1968
Ethiopia	514.0002132	1968
Fiji	2290.592972	1968
Finland	11122.84283	1968
France	13457.29711	1968
French Polynesia	15788.21439	1968
Gabon	8486.706601	1968
Gambia	721.3352147	1968
Georgia	3134.35871	1968
Germany	15479.66627	1968
Ghana	1108.413401	1968
Greece	9055.012896	1968
Guatemala	3466.05318	1968
Guinea	716.2907294	1968
Guinea-Bissau	737.521584	1968
Guyana	2302.610729	1968
Haiti	1477.584466	1968
Honduras	2594.598173	1968
Hong Kong, China	6269.778873	1968
Hungary	9403.183999	1968
Iceland	12441.43872	1968
India	702.2354638	1968
Indonesia	827.2856015	1968
Iran	6600.91132	1968
Iraq	10215.96446	1968
Ireland	8253.107201	1968
Isle of Man	8298.635201	1968
Israel	9488.733031	1968
Italy	10694.07481	1968
Jamaica	6328.339587	1968
Japan	10991.99599	1968
Jordan	2396.393098	1968
Kenya	1096.541208	1968
Korea, Dem. Rep.	2360.304812	1968
Korea, Rep.	2235.770054	1968
Kuwait	80502.14146	1968
Laos	924.9129318	1968
Latvia	4596.577322	1968
Lebanon	6583.23202	1968
Lesotho	485.5675973	1968
Liberia	726.3530409	1968
Libya	24313.51227	1968
Luxembourg	19989.64977	1968
Macedonia, FYR	4306.215683	1968
Madagascar	1707.699011	1968
Malawi	476.6135516	1968
Malaysia	2416.927235	1968
Mali	553.2428355	1968
Malta	3158.658251	1968
Mauritania	1523.617519	1968
Mauritius	2262.621208	1968
Mexico	6036.640588	1968
Mongolia	1262.518897	1968
Montenegro	5981.883312	1968
Morocco	1762.619144	1968
Mozambique	615.8989961	1968
Myanmar	360	1968
Namibia	3726.618959	1968
Nepal	668.4853773	1968
Netherlands	16231.6153	1968
New Caledonia	22370.05555	1968
New Zealand	14279.12289	1968
Nicaragua	4559.440491	1968
Niger	1040.125784	1968
Nigeria	978.6826141	1968
Norway	16584.91171	1968
Oman	8348.983868	1968
Pakistan	981.7547938	1968
Panama	4607.852306	1968
Papua New Guinea	1543.6843	1968
Paraguay	2318.866664	1968
Peru	5568.881524	1968
Philippines	1848.05358	1968
Poland	6900.037897	1968
Portugal	6918.30301	1968
Puerto Rico	7191.445931	1968
Reunion	4202.492027	1968
Romania	6461.499881	1968
Rwanda	531.6154808	1968
Saint Vincent and the Grenadines	2129.525746	1968
Sao Tome and Principe	1440.23876	1968
Saudi Arabia	17910.56394	1968
Senegal	1668.22492	1968
Serbia	8091.852627	1968
Seychelles	6044.751327	1968
Sierra Leone	1304.023132	1968
Singapore	5566.626571	1968
Slovak Republic	8777.18413	1968
Slovenia	9523.351327	1968
Solomon Islands	1324.794265	1968
Somalia	1278.432413	1968
South Africa	7256.575637	1968
Spain	8374.242965	1968
Sri Lanka	1192.496077	1968
Sudan	1744.145488	1968
Swaziland	2428.328658	1968
Sweden	15841.82295	1968
Switzerland	23522.13088	1968
Syria	1886.377916	1968
Taiwan	2828.83567	1968
Tanzania	865.714502	1968
Thailand	1361.448726	1968
Togo	1511.874905	1968
Trinidad and Tobago	5895.02905	1968
Tunisia	2088.68455	1968
Turkey	2949.711508	1968
Uganda	904.5963414	1968
United Kingdom	14651.00736	1968
United States	20276.3506	1968
Uruguay	5475.229744	1968
Venezuela	9904.458467	1968
West Bank and Gaza	2750.957407	1968
Vietnam	609.8831494	1968
Yemen, Rep.	870.2525116	1968
Zambia	1753.08087	1968
Zimbabwe	561.2217442	1968
Afghanistan	837.6207743	1969
Albania	2956.93736	1969
Algeria	3747.744528	1969
Angola	5408.119396	1969
Argentina	8870.893961	1969
Australia	15647.10938	1969
Austria	14125.31596	1969
Bahamas	21216.83633	1969
Bahrain	15864.95424	1969
Bangladesh	766.6898484	1969
Barbados	8904.398502	1969
Belgium	14520.74226	1969
Belize	2275.298299	1969
Benin	1052.798147	1969
Bermuda	37886.60383	1969
Bolivia	2794.619722	1969
Bosnia and Herzegovina	2426.350377	1969
Botswana	1424.213956	1969
Brazil	3909.480446	1969
Bulgaria	5868.78268	1969
Burkina Faso	817.4292907	1969
Burundi	388.1019804	1969
Cambodia	527.465753	1969
Cameroon	1620.996093	1969
Canada	17286.99329	1969
Cape Verde	787.6932711	1969
Central African Rep.	1154.800664	1969
Chad	1219.07003	1969
Chile	5283.392753	1969
China	612.5461009	1969
Colombia	2871.629193	1969
Comoros	1807.691411	1969
Congo, Dem. Rep.	925.0605442	1969
Congo, Rep.	2822.365762	1969
Costa Rica	4501.736219	1969
Cote d'Ivoire	2245.002583	1969
Croatia	7774.11674	1969
Cuba	5116.290408	1969
Czech Rep.	12144.16425	1969
Denmark	17461.79325	1969
Djibouti	2992.698291	1969
Dominican Rep.	1731.828269	1969
Ecuador	4801.949129	1969
Egypt	1893.553435	1969
El Salvador	4339.024791	1969
Equatorial Guinea	896.3910274	1969
Eritrea	473.9354522	1969
Ethiopia	521.7780449	1969
Fiji	2300.619267	1969
Finland	12201.15061	1969
France	14289.38322	1969
French Polynesia	14827.4797	1969
Gabon	9060.22066	1969
Gambia	773.5636168	1969
Georgia	3254.080441	1969
Germany	16383.40656	1969
Ghana	1114.105253	1969
Greece	9915.420947	1969
Guatemala	3565.695126	1969
Guinea	723.1320892	1969
Guinea-Bissau	773.526468	1969
Guyana	2421.62923	1969
Haiti	1493.511052	1969
Honduras	2523.459811	1969
Hong Kong, China	6867.090317	1969
Hungary	9647.235758	1969
Iceland	12659.10905	1969
India	733.5375863	1969
Indonesia	911.0912795	1969
Iran	7245.115309	1969
Iraq	10259.34102	1969
Ireland	8710.470752	1969
Isle of Man	8411.623606	1969
Israel	10418.86731	1969
Italy	11274.39824	1969
Jamaica	6706.971011	1969
Japan	12218.47929	1969
Jordan	2485.396125	1969
Kenya	1126.707878	1969
Korea, Dem. Rep.	2658.074654	1969
Korea, Rep.	2517.031952	1969
Kuwait	75675.70985	1969
Laos	934.0947285	1969
