country	year	pop	gdpPercap	continent	lifeExp
Cape Verde	1957	179516	583.6337743	Africa	50.98
Cape Verde	1962	209878	695.8088512	Africa	52.98
Cape Verde	1967	246787	765.8281051	Africa	55.48
Cape Verde	1972	275392	691.5225913	Africa	57.48
Cape Verde	1977	285691	667.7823441	Africa	59.98
Cape Verde	1982	304586	1181.352308	Africa	61.766
Cape Verde	1987	330779	1481.038343	Africa	64.078
Cape Verde	1997	388383	1902.832452	Africa	68.646
Cape Verde	2002	408760	2505.291423	Africa	70.203
Cape Verde	2007	423613	3205.479398	Africa	71.677
Central African Republic	1952	1291695	1071.310713	Africa	35.463
Central African Republic	1957	1392284	1190.844328	Africa	37.464
Central African Republic	1962	1523478	1193.068753	Africa	39.475
Central African Republic	1967	1733638	1136.056615	Africa	41.478
Central African Republic	1972	1927260	1070.013275	Africa	43.457
Central African Republic	1977	2167533	1109.374338	Africa	46.775
Central African Republic	1982	2476971	956.7529907	Africa	48.295
Central African Republic	1987	2840009	844.8763504	Africa	50.485
Central African Republic	1992	3265124	747.9055252	Africa	49.396
Central African Republic	1997	3696513	740.5063317	Africa	46.066
Central African Republic	2002	4048013	738.6906068	Africa	43.308
Central African Republic	2007	4369038	706.016537	Africa	44.741
Chad	1952	2682462	1178.665927	Africa	38.092
Chad	1957	2894855	1308.495577	Africa	39.881
Chad	1962	3150417	1389.817618	Africa	41.716
Chad	1967	3495967	1196.810565	Africa	43.601
Chad	1972	3899068	1104.103987	Africa	45.569
Chad	1977	4388260	1133.98495	Africa	47.383
Chad	1982	4875118	797.9081006	Africa	49.517
Chad	1987	5498955	952.386129	Africa	51.051
Chad	1992	6429417	1058.0643	Africa	51.724
Chad	1997	7562011	1004.961353	Africa	51.573
Chad	2002	8835739	1156.18186	Africa	50.525
Chad	2007	10238807	1704.063724	Africa	50.651
Chile	1952	6377619	3939.978789	Americas	54.745
Chile	1957	7048426	4315.622723	Americas	56.074
Chile	1962	7961258	4519.094331	Americas	57.924
Chile	1967	8858908	5106.654313	Americas	60.523
Chile	1972	9717524	5494.024437	Americas	63.441
Chile	1977	10599793	4756.763836	Americas	67.052
Chile	1982	11487112	5095.665738	Americas	70.565
Chile	1987	12463354	5547.063754	Americas	72.492
Chile	1992	13572994	7596.125964	Americas	74.126
Chile	1997	14599929	10118.05318	Americas	75.816
Chile	2002	15497046	10778.78385	Americas	77.86
Chile	2007	16284741	13171.63885	Americas	78.553
China	1953	581390000	508.9458694	Asia	44.55952
China	1954	595310000	511.0829177	Asia	46.4656
China	1955	608655000	526.7439603	Asia	48.02216
China	1956	621465000	560.4399495	Asia	50.44528
China	1957	637408000	575.9870009	Asia	50.54896
China	1958	653235000	622.4985891	Asia	50.1584
China	1959	666005000	616.1921861	Asia	38.40448
China	1960	667070000	591.8170473	Asia	31.63176
China	1961	660330000	492.0062811	Asia	34.10448
China	1962	665770000	487.6740183	Asia	44.50136
China	1963	682335000	520.6900172	Asia	51.89912
China	1964	698355000	566.2947915	Asia	53.32072
China	1965	715185000	613.4549871	Asia	55.6468
China	1966	735400000	649.6989604	Asia	56.8032
China	1967	754550000	612.7056934	Asia	58.38112
China	1968	774510000	582.400771	Asia	59.4052
China	1969	796025000	612.5461009	Asia	60.9652
China	1970	818315000	665.7836557	Asia	62.6508
China	1971	841105000	677.0101471	Asia	63.73736
China	1972	862030000	676.9000921	Asia	63.11888
China	1973	881940000	707.7530136	Asia	62.7808
China	1974	900350000	701.9200607	Asia	62.4996
China	1975	916395000	728.9965913	Asia	62.69888
China	1976	930685000	710.3795745	Asia	62.43736
China	1977	943455000	741.2374699	Asia	63.96736
China	1978	956165000	807.6260315	Asia	64.24432
China	1979	969005000	854.6172386	Asia	65.08536
China	1980	981235000	868.5881137	Asia	66.12216
China	1981	993861000	904.83126	Asia	66.44976
China	1982	1000281000	962.4213805	Asia	65.525
China	1987	1084035000	1378.904018	Asia	67.274
China	1992	1164970000	1655.784158	Asia	68.69
China	1997	1230075000	2289.234136	Asia	70.426
China	2002	1280400000	3119.280896	Asia	72.028
China	2007	1318683096	4959.114854	Asia	72.961
Colombia	1952	12350771	2144.115096	Americas	50.643
Colombia	1957	14485993	2323.805581	Americas	55.118
Colombia	1962	17009885	2492.351109	Americas	57.863
Colombia	1967	19764027	2678.729839	Americas	59.963
Colombia	1972	22542890	3264.660041	Americas	61.623
Colombia	1977	25094412	3815.80787	Americas	63.837
Colombia	1982	27764644	4397.575659	Americas	66.653
Colombia	1987	30964245	4903.2191	Americas	67.768
Colombia	1992	34202721	5444.648617	Americas	68.421
Colombia	1997	37657830	6117.361746	Americas	70.313
Colombia	2002	41008227	5755.259962	Americas	71.682
Colombia	2007	44227550	7006.580419	Americas	72.889
Comoros	1952	153936	1102.990936	Africa	40.715
Comoros	1957	170928	1211.148548	Africa	42.46
Comoros	1962	191689	1406.648278	Africa	44.467
Comoros	1967	217378	1876.029643	Africa	46.472
Comoros	1972	250027	1937.577675	Africa	48.944
Comoros	1977	304739	1172.603047	Africa	50.939
Comoros	1982	348643	1267.100083	Africa	52.933
Comoros	1987	395114	1315.980812	Africa	54.926
Comoros	1992	454429	1246.90737	Africa	57.939
Comoros	1997	527982	1173.618235	Africa	60.66
Comoros	2002	614382	1075.811558	Africa	62.974
Comoros	2007	710960	986.1478792	Africa	65.152
Congo, Dem. Rep.	1952	14100005	780.5423257	Africa	39.143
Congo, Dem. Rep.	1957	15577932	905.8602303	Africa	40.652
Congo, Dem. Rep.	1962	17486434	896.3146335	Africa	42.122
Congo, Dem. Rep.	1967	19941073	861.5932424	Africa	44.056
Congo, Dem. Rep.	1972	23007669	904.8960685	Africa	45.989
Congo, Dem. Rep.	1977	26480870	795.757282	Africa	47.804
Congo, Dem. Rep.	1982	30646495	673.7478181	Africa	47.784
Congo, Dem. Rep.	1987	35481645	672.774812	Africa	47.412
Congo, Dem. Rep.	1992	41672143	457.7191807	Africa	45.548
Congo, Dem. Rep.	1997	47798986	312.188423	Africa	42.587
Congo, Dem. Rep.	2002	55379852	241.1658765	Africa	44.966
Congo, Dem. Rep.	2007	64606759	277.5518587	Africa	46.462
Congo, Rep.	1952	854885	2125.621418	Africa	42.111
Congo, Rep.	1957	940458	2315.056572	Africa	45.053
Congo, Rep.	1962	1047924	2464.783157	Africa	48.435
Congo, Rep.	1967	1179760	2677.939642	Africa	52.04
Congo, Rep.	1972	1340458	3213.152683	Africa	54.907
Congo, Rep.	1977	1536769	3259.178978	Africa	55.625
Congo, Rep.	1982	1774735	4879.507522	Africa	56.695
Congo, Rep.	1987	2064095	4201.194937	Africa	57.47
Congo, Rep.	1992	2409073	4016.239529	Africa	56.433
Congo, Rep.	1997	2800947	3484.164376	Africa	52.962
Congo, Rep.	2002	3328795	3484.06197	Africa	52.97
Congo, Rep.	2007	3800610	3632.557798	Africa	55.322
Costa Rica	1950	866982	2439.821535	Americas	55.6
Costa Rica	1952	926317	2627.009471	Americas	57.206
Costa Rica	1957	1112300	2990.010802	Americas	60.026
Costa Rica	1962	1345187	3460.937025	Americas	62.842
Costa Rica	1967	1588717	4161.727834	Americas	65.424
Costa Rica	1972	1834796	5118.146939	Americas	67.849
Costa Rica	1977	2108457	5926.876967	Americas	70.75
Costa Rica	1982	2424367	5262.734751	Americas	73.45
Costa Rica	1987	2799811	5629.915318	Americas	74.752
Costa Rica	1992	3173216	6160.416317	Americas	75.713
Costa Rica	1997	3518107	6677.045314	Americas	77.26
Costa Rica	2002	3834934	7723.447195	Americas	78.123
Costa Rica	2007	4133884	9645.06142	Americas	78.782
Cote d'Ivoire	1952	2977019	1388.594732	Africa	40.477
Cote d'Ivoire	1957	3300000	1500.895925	Africa	42.469
Cote d'Ivoire	1962	3832408	1728.869428	Africa	44.93
Cote d'Ivoire	1967	4744870	2052.050473	Africa	47.35
Cote d'Ivoire	1972	6071696	2378.201111	Africa	49.801
Cote d'Ivoire	1977	7459574	2517.736547	Africa	52.374
Cote d'Ivoire	1982	9025951	2602.710169	Africa	53.983
Cote d'Ivoire	1987	10761098	2156.956069	Africa	54.655
Cote d'Ivoire	1992	12772596	1648.073791	Africa	52.044
Cote d'Ivoire	1997	14625967	1786.265407	Africa	47.991
Cote d'Ivoire	2002	16252726	1648.800823	Africa	46.832
Cote d'Ivoire	2007	18013409	1544.750112	Africa	48.328
Croatia	1952	3882229	3119.23652	Europe	61.21
Croatia	1957	3991242	4338.231617	Europe	64.77
Croatia	1962	4076557	5477.890018	Europe	67.13
Croatia	1967	4174366	6960.297861	Europe	68.5
Croatia	1972	4225310	9164.090127	Europe	69.61
Croatia	1977	4318673	11305.38517	Europe	70.64
Croatia	1982	4413368	13221.82184	Europe	70.46
Croatia	1987	4484310	13822.58394	Europe	71.52
Croatia	1992	4494013	8447.794873	Europe	72.527
Croatia	1997	4444595	9875.604515	Europe	73.68
Croatia	2002	4481020	11628.38895	Europe	74.876
Croatia	2007	4493312	14619.22272	Europe	75.748
Cuba	1950	5784797	5180.436272	Americas	55.714
Cuba	1952	6007797	5586.53878	Americas	59.421
Cuba	1957	6640752	6092.174359	Americas	62.325
Cuba	1962	7254373	5180.75591	Americas	65.246
Cuba	1967	8139332	5690.268015	Americas	68.29
Cuba	1972	8831348	5305.445256	Americas	70.723
Cuba	1977	9537988	6380.494966	Americas	72.649
Cuba	1982	9789224	7316.918107	Americas	73.717
Cuba	1987	10239839	7532.924763	Americas	74.174
Cuba	1992	10723260	5592.843963	Americas	74.414
Cuba	1997	10983007	5431.990415	Americas	76.151
Cuba	2002	11226999	6340.646683	Americas	77.158
Cuba	2007	11416987	8948.102923	Americas	78.273
Cyprus	1972	626300	7624.588571	Europe	71.41
Cyprus	1977	598400	8898.469477	Europe	73.7
Cyprus	1982	624300	11663.93819	Europe	75
Cyprus	1987	659400	14634.94796	Europe	76.136
Cyprus	1992	707285	18364.49845	Europe	76.826
Cyprus	1997	743728	20409.22897	Europe	77.95
Cyprus	2002	767314	23683.60331	Europe	78.957
Cyprus	2007	788457	26002.87197	Europe	79.035
Czech Republic	1950	8925122	6690.749648	Europe	64.43
Czech Republic	1951	9023170	6734.885719	Europe	65.25
Czech Republic	1952	9125183	6876.14025	Europe	66.87
Czech Republic	1953	9220908	6774.039587	Europe	67.56
Czech Republic	1954	9290617	6979.21869	Europe	68.05
Czech Republic	1955	9365969	7495.881059	Europe	68.97
Czech Republic	1956	9442040	7855.581257	Europe	69.37
Czech Republic	1957	9513758	8256.343918	Europe	69.03
Czech Republic	1958	9574650	8811.025887	Europe	69.94
Czech Republic	1959	9618554	9135.702191	Europe	69.92
Czech Republic	1960	9659818	9763.502773	Europe	70.46
Czech Republic	1961	9587250	10060.06939	Europe	70.64
Czech Republic	1962	9620282	10136.86713	Europe	69.9
Czech Republic	1963	9666468	9880.818469	Europe	70.42
Czech Republic	1964	9726030	10268.34191	Europe	70.58
Czech Republic	1965	9776922	10574.6228	Europe	70.27
Czech Republic	1966	9815359	10972.00996	Europe	70.49
Czech Republic	1967	9835109	11399.44489	Europe	70.38
Czech Republic	1968	9851051	11893.045	Europe	69.94
Czech Republic	1969	9806577	12144.16425	Europe	69.44
Czech Republic	1970	9795226	12359.08198	Europe	69.53
Czech Republic	1971	9824749	12726.07613	Europe	69.77
Czech Republic	1972	9862158	13108.4536	Europe	70.29
Czech Republic	1973	9912080	13457.94085	Europe	70.13
Czech Republic	1974	9975770	13843.19819	Europe	70.21
Czech Republic	1975	10042019	14142.29877	Europe	70.55
Czech Republic	1976	10105143	14260.47536	Europe	70.66
Czech Republic	1977	10161915	14800.16062	Europe	70.71
Czech Republic	1978	10212894	14882.16908	Europe	70.78
Czech Republic	1979	10259670	14916.48544	Europe	70.89
Czech Republic	1980	10288726	15255.986	Europe	70.42
Czech Republic	1981	10297904	15123.0591	Europe	70.86
Czech Republic	1982	10303704	15377.22855	Europe	70.96
Czech Republic	1983	10306888	15571.71065	Europe	70.73
Czech Republic	1984	10309224	15900.92311	Europe	70.99
Czech Republic	1985	10310162	15992.09469	Europe	71.2
Czech Republic	1986	10308836	16259.80427	Europe	71.13
Czech Republic	1987	10311597	16310.4434	Europe	71.58
Czech Republic	1988	10313782	16644.97723	Europe	71.78
Czech Republic	1989	10314343	16757.82085	Europe	71.83
Czech Republic	1990	10309514	16270.17261	Europe	71.49
Czech Republic	1991	10305158	14376.48735	Europe	72.03
Czech Republic	1992	10315702	14297.02122	Europe	72.4
Czech Republic	1993	10326434	14300.96105	Europe	72.92
Czech Republic	1994	10330165	14617.02155	Europe	73.13
Czech Republic	1995	10323830	15493.47308	Europe	73.26
Czech Republic	1996	10311817	16137.212	Europe	73.9
Czech Republic	1997	10300707	16048.51424	Europe	74.01
Czech Republic	1998	10290949	15959.62777	Europe	74.63
Czech Republic	1999	10280436	16205.16024	Europe	74.81
Czech Republic	2000	10270128	16823.23775	Europe	75.06
Czech Republic	2001	10262308	17255.90228	Europe	75.39
Czech Republic	2002	10256295	17596.21022	Europe	75.51
Czech Republic	2003	10251087	18237.58775	Europe	75.46
Czech Republic	2004	10246178	19061.06809	Europe	76.01
Czech Republic	2005	10241138	20281	Europe	76.22
Czech Republic	2006	10235455	21577.07702	Europe	76.78
Czech Republic	2007	10228744	22833.30851	Europe	76.486
Denmark	1950	4271000	9675.477458	Europe	70.33
Denmark	1951	4303620	9666.254146	Europe	70.93
Denmark	1952	4334000	9692.385245	Europe	70.78
Denmark	1953	4369280	10161.10541	Europe	71.15
Denmark	1954	4406000	10272.20028	Europe	71.35
Denmark	1955	4439000	10305.71133	Europe	71.92
Denmark	1956	4466471	10366.19	Europe	72.05
Denmark	1957	4487831	11099.65935	Europe	71.81
Denmark	1958	4515132	11280.99757	Europe	72.24
Denmark	1959	4546636	12036.20036	Europe	72.22
Denmark	1960	4581000	12279.61856	Europe	72.21
Denmark	1961	4609817	12976.43602	Europe	72.47
Denmark	1962	4646899	13583.31351	Europe	72.35
Denmark	1963	4683579	13561.43467	Europe	72.44
Denmark	1964	4720171	14715.16498	Europe	72.52
Denmark	1965	4758100	15263.86573	Europe	72.4
Denmark	1966	4797500	15551.56018	Europe	72.48
Denmark	1967	4838800	15937.21123	Europe	72.96
Denmark	1968	4867300	16494.95248	Europe	73.17
Denmark	1969	4890687	17461.79325	Europe	73.26
Denmark	1970	4928757	17677.79288	Europe	73.38
Denmark	1971	4963126	18023.43374	Europe	73.44
Denmark	1972	4991596	18866.20721	Europe	73.47
Denmark	1973	5021861	19433.4781	Europe	73.71
Denmark	1974	5045297	19162.84526	Europe	73.84
Denmark	1975	5059861	18981.55018	Europe	74.11
Denmark	1976	5072596	20159.41674	Europe	73.78
Denmark	1977	5088419	20422.9015	Europe	74.69
Denmark	1978	5104247	20660.16103	Europe	74.45
Denmark	1979	5116800	21339.90635	Europe	74.27
Denmark	1980	5123027	21219.85084	Europe	74.16
Denmark	1981	5121572	21037.04755	Europe	74.29
Denmark	1982	5117810	21688.04048	Europe	74.63
Denmark	1983	5114297	22249.53046	Europe	74.5
Denmark	1984	5111619	23238.53543	Europe	74.65
Denmark	1985	5113691	24225.4201	Europe	74.52
Denmark	1986	5120534	25074.25739	Europe	74.69
Denmark	1987	5127024	25116.17581	Europe	74.8
Denmark	1988	5129516	25396.29132	Europe	74.89
Denmark	1989	5132593	25447.85704	Europe	74.92
Denmark	1990	5140954	25714.12973	Europe	74.92
Denmark	1991	5154352	25980.80761	Europe	75.29
Denmark	1992	5171393	26406.73985	Europe	75.33
Denmark	1993	5188386	26296.6636	Europe	75.25
Denmark	1994	5205603	27657.88425	Europe	75.51
Denmark	1995	5232612	28358.52353	Europe	75.36
Denmark	1996	5262075	28999.08162	Europe	75.74
Denmark	1997	5283663	29804.34567	Europe	76.11
Denmark	1998	5302767	30338.82805	Europe	76.51
Denmark	1999	5320134	31013.02697	Europe	76.66
Denmark	2000	5337416	32016.75301	Europe	76.9
Denmark	2001	5355826	32134.10623	Europe	77.06
Denmark	2002	5374693	32166.50006	Europe	77.18
Denmark	2003	5394138	32174.80797	Europe	77.78
Denmark	2004	5413392	32737.91096	Europe	77.58
Denmark	2005	5432335	33626	Europe	78.32
Denmark	2006	5450661	34724.80085	Europe	78.32
Denmark	2007	5468120	35278.41874	Europe	78.332
Djibouti	1952	63149	2669.529475	Africa	34.812
Djibouti	1957	71851	2864.969076	Africa	37.328
Djibouti	1962	89898	3020.989263	Africa	39.693
Djibouti	1967	127617	3020.050513	Africa	42.074
Djibouti	1972	178848	3694.212352	Africa	44.366
Djibouti	1977	228694	3081.761022	Africa	46.519
Djibouti	1982	305991	2879.468067	Africa	48.812
Djibouti	1987	311025	2880.102568	Africa	50.04
Djibouti	1992	384156	2377.156192	Africa	51.604
Djibouti	1997	417908	1895.016984	Africa	53.157
Djibouti	2002	447416	1908.260867	Africa	53.373
Djibouti	2007	496374	2082.481567	Africa	54.791
Dominican Republic	1952	2491346	1397.717137	Americas	45.928
Dominican Republic	1957	2923186	1544.402995	Americas	49.828
Dominican Republic	1962	3453434	1662.137359	Americas	53.459
Dominican Republic	1967	4049146	1653.723003	Americas	56.751
Dominican Republic	1972	4671329	2189.874499	Americas	59.631
Dominican Republic	1977	5302800	2681.9889	Americas	61.788
Dominican Republic	1982	5968349	2861.092386	Americas	63.727
Dominican Republic	1987	6655297	2899.842175	Americas	66.046
Dominican Republic	1992	7351181	3044.214214	Americas	68.457
Dominican Republic	1997	7992357	3614.101285	Americas	69.957
Dominican Republic	2002	8650322	4563.808154	Americas	70.847
Dominican Republic	2007	9319622	6025.374752	Americas	72.235
Ecuador	1952	3548753	3522.110717	Americas	48.357
Ecuador	1957	4058385	3780.546651	Americas	51.356
Ecuador	1962	4681707	4086.114078	Americas	54.64
Ecuador	1967	5432424	4579.074215	Americas	56.678
Ecuador	1972	6298651	5280.99471	Americas	58.796
Ecuador	1977	7278866	6679.62326	Americas	61.31
Ecuador	1982	8365850	7213.791267	Americas	64.342
Ecuador	1987	9545158	6481.776993	Americas	67.231
Ecuador	1992	10748394	7103.702595	Americas	69.613
Ecuador	1997	11911819	7429.455877	Americas	72.312
Ecuador	2002	12921234	5773.044512	Americas	74.173
Ecuador	2007	13755680	6873.262326	Americas	74.994
Egypt	1952	22223309	1418.822445	Africa	41.893
Egypt	1957	25009741	1458.915272	Africa	44.444
Egypt	1962	28173309	1693.335853	Africa	46.992
Egypt	1967	31681188	1814.880728	Africa	49.293
Egypt	1972	34807417	2024.008147	Africa	51.137
Egypt	1977	38783863	2785.493582	Africa	53.319
Egypt	1982	45681811	3503.729636	Africa	56.006
Egypt	1987	52799062	3885.46071	Africa	59.797
Egypt	1992	59402198	3794.755195	Africa	63.674
Egypt	1997	66134291	4173.181797	Africa	67.217
Egypt	2002	73312559	4754.604414	Africa	69.806
Egypt	2007	80264543	5581.180998	Africa	71.338
El Salvador	1952	2042865	3048.3029	Americas	45.262
El Salvador	1957	2355805	3421.523218	Americas	48.57
El Salvador	1962	2747687	3776.803627	Americas	52.307
El Salvador	1967	3232927	4358.595393	Americas	55.855
El Salvador	1972	3790903	4520.246008	Americas	58.207
El Salvador	1977	4282586	5138.922374	Americas	56.696
El Salvador	1982	4474873	4098.344175	Americas	56.604
El Salvador	1987	4842194	4140.442097	Americas	63.154
El Salvador	1992	5274649	4444.2317	Americas	66.798
El Salvador	1997	5783439	5154.825496	Americas	69.535
El Salvador	2002	6353681	5351.568666	Americas	70.734
El Salvador	2007	6939688	5728.353514	Americas	71.878
Equatorial Guinea	1952	216964	375.6431231	Africa	34.482
Equatorial Guinea	1957	232922	426.0964081	Africa	35.983
Equatorial Guinea	1962	249220	582.8419714	Africa	37.485
Equatorial Guinea	1967	259864	915.5960025	Africa	38.987
Equatorial Guinea	1972	277603	672.4122571	Africa	40.516
Equatorial Guinea	1977	192675	958.5668124	Africa	42.024
Equatorial Guinea	1982	285483	927.8253427	Africa	43.662
Equatorial Guinea	1987	341244	966.8968149	Africa	45.664
Equatorial Guinea	1992	387838	1132.055034	Africa	47.545
Equatorial Guinea	1997	439971	2814.480755	Africa	48.245
Equatorial Guinea	2002	495627	7703.4959	Africa	49.348
Equatorial Guinea	2007	551201	12154.08975	Africa	51.579
Eritrea	1952	1438760	328.9405571	Africa	35.928
Eritrea	1957	1542611	344.1618859	Africa	38.047
Eritrea	1962	1666618	380.9958433	Africa	40.158
Eritrea	1967	1820319	468.7949699	Africa	42.189
Eritrea	1972	2260187	514.3242082	Africa	44.142
Eritrea	1977	2512642	505.7538077	Africa	44.535
Eritrea	1982	2637297	524.8758493	Africa	43.89
Eritrea	1987	2915959	521.1341333	Africa	46.453
Eritrea	1992	3668440	582.8585102	Africa	49.991
Eritrea	1997	4058319	913.47079	Africa	53.378
Eritrea	2002	4414865	765.3500015	Africa	55.24
Eritrea	2007	4906585	641.3695236	Africa	58.04
Estonia	1973	1410836	8313.114403	Europe	70.7
Estonia	1990	1569322	10389.81937	Europe	69.9
Estonia	1991	1559547	9409.44704	Europe	69.8
Estonia	1992	1528715	8245.731835	Europe	69.14
Estonia	1993	1491426	7733.482692	Europe	68.2
Estonia	1994	1467535	7733.631213	Europe	66.66
Estonia	1995	1446509	8199.116863	Europe	67.72
Estonia	1996	1427827	8680.183712	Europe	69.94
Estonia	1997	1413351	9689.843315	Europe	70.13
Estonia	1998	1400972	10283.78692	Europe	69.72
Estonia	1999	1389756	10356.41525	Europe	70.49
Estonia	2000	1379835	11244.48624	Europe	70.78
Estonia	2001	1369983	12050.17139	Europe	70.65
Estonia	2002	1360122	13011.43876	Europe	71.21
Estonia	2003	1350722	13770.18991	Europe	71.81
Estonia	2004	1341664	15014.21701	Europe	72.29
Estonia	2005	1332893	16654	Europe	72.96
Estonia	2007	1315912	19967.40265	Europe	71.37
Ethiopia	1952	20860941	362.1462796	Africa	34.078
Ethiopia	1957	22815614	378.9041632	Africa	36.667
Ethiopia	1962	25145372	419.4564161	Africa	40.059
Ethiopia	1967	27860297	516.1186438	Africa	42.115
Ethiopia	1972	30770372	566.2439442	Africa	43.515
Ethiopia	1977	34617799	556.8083834	Africa	44.51
Ethiopia	1982	38111756	577.8607471	Africa	44.916
Ethiopia	1987	42999530	573.7413142	Africa	46.684
Ethiopia	1992	52088559	421.3534653	Africa	48.091
Ethiopia	1997	59861301	515.8894013	Africa	49.402
Ethiopia	2002	67946797	530.0535319	Africa	50.725
Ethiopia	2007	76511887	690.8055759	Africa	52.947
Fiji	1962	421869	2039.393277	Oceania	56.494
Fiji	1967	485000	2170.073285	Oceania	58.607
Fiji	1972	544000	2797.759484	Oceania	60.642
Fiji	1977	599339	3182.5696	Oceania	62.669
Fiji	1982	658906	3209.257468	Oceania	64.683
Fiji	1987	719574	2974.850227	Oceania	66.626
Fiji	1992	750242	3410.28604	Oceania	66.575
Fiji	1997	797890	3643.629208	Oceania	66.836
Fiji	2002	856346	4004.481972	Oceania	67.832
Fiji	2007	918675	4118.158294	Oceania	68.774
Finland	1950	4008900	5845.626316	Europe	64.24
Finland	1951	4047300	6282.553916	Europe	65.67
Finland	1952	4090500	6424.519071	Europe	66.55
Finland	1953	4139400	6393.115429	Europe	66.61
Finland	1954	4186900	6874.027206	Europe	67.57
Finland	1955	4234900	7142.394529	Europe	67.37
Finland	1956	4281700	7277.784158	Europe	67.99
Finland	1957	4324000	7545.415386	Europe	67.49
Finland	1958	4359800	7523.807653	Europe	68.63
Finland	1959	4394700	7907.517148	Europe	68.81
Finland	1960	4429600	8562.873298	Europe	69.01
Finland	1961	4461004	9150.501094	Europe	69.04
Finland	1962	4491443	9371.842561	Europe	68.75
Finland	1963	4523309	9612.397646	Europe	69.16
Finland	1964	4548544	10042.2193	Europe	69.37
Finland	1965	4563732	10540.93525	Europe	69.13
Finland	1966	4580869	10753.82335	Europe	69.65
Finland	1967	4605744	10921.63626	Europe	69.83
Finland	1968	4626469	11122.84283	Europe	69.79
Finland	1969	4623785	12201.15061	Europe	69.67
Finland	1970	4606307	13162.24522	Europe	70.36
Finland	1971	4612124	13420.39361	Europe	70.18
Finland	1972	4639657	14358.8759	Europe	70.87
Finland	1973	4666081	15235.13292	Europe	71.38
Finland	1974	4690574	15614.72342	Europe	71.3
Finland	1975	4711439	15724.68289	Europe	71.85
Finland	1976	4725664	15610.74835	Europe	72
Finland	1977	4738902	15605.42283	Europe	72.52
Finland	1978	4752528	15886.30722	Europe	73.08
Finland	1979	4764690	16948.21601	Europe	73.37
Finland	1980	4779535	17796.77274	Europe	73.66
Finland	1981	4799964	18051.16806	Europe	73.98
Finland	1982	4826933	18533.15761	Europe	74.55
Finland	1983	4855787	18920.89628	Europe	74.46
Finland	1984	4881788	19387.97098	Europe	74.77
Finland	1985	4901783	19958.81374	Europe	74.44
Finland	1986	4917386	20367.54884	Europe	74.8
Finland	1987	4931729	21141.01223	Europe	74.83
Finland	1988	4946633	22110.8847	Europe	74.79
Finland	1989	4962441	23289.79916	Europe	75.01
Finland	1990	4986431	23180.78249	Europe	75.04
Finland	1991	5013786	21581.74989	Europe	75.45
Finland	1992	5041039	20647.16499	Europe	75.7
Finland	1993	5064846	20294.8084	Europe	75.94
Finland	1994	5086044	21005.54254	Europe	76.64
Finland	1995	5104654	21650.14541	Europe	76.66
Finland	1996	5120310	22402.49628	Europe	76.94
Finland	1997	5134406	23723.9502	Europe	77.13
Finland	1998	5146983	25004.32237	Europe	77.34
Finland	1999	5158097	25915.26438	Europe	77.53
Finland	2000	5168595	27171.96611	Europe	77.76
Finland	2001	5180309	27825.5291	Europe	78.23
Finland	2002	5193039	28204.59057	Europe	78.37
Finland	2003	5204405	28650.02742	Europe	78.63
Finland	2004	5214512	29651.4045	Europe	78.96
Finland	2005	5223442	30469	Europe	79.09
Finland	2006	5231372	31902.6734	Europe	79.49
Finland	2007	5238460	33207.0844	Europe	79.313
France	1950	41828673	6595.926631	Europe	66.39
France	1951	42155534	6913.756537	Europe	66.12
France	1952	42459667	7029.809327	Europe	67.41
France	1953	42751746	7171.244319	Europe	67.34
France	1954	43056505	7485.855759	Europe	68.21
France	1955	43427669	7851.776992	Europe	68.47
France	1956	43843075	8224.217165	Europe	68.5
France	1957	44310863	8662.834898	Europe	68.93
France	1958	44788852	8855.252659	Europe	70.16
France	1959	45239729	9040.636982	Europe	70.19
France	1960	45670000	9640.940051	Europe	70.4
France	1961	46189000	10070.70911	Europe	70.98
France	1962	47124000	10560.48553	Europe	70.51
France	1963	47808000	10941.36907	Europe	70.36
France	1964	48340000	11541.52506	Europe	71.32
France	1965	48763000	11985.95392	Europe	71.15
France	1966	49194000	12511.09646	Europe	71.56
France	1967	49569000	12999.91766	Europe	71.55
France	1968	49934000	13457.29711	Europe	71.54
France	1969	50353000	14289.38322	Europe	71.27
France	1970	50787000	14979.38205	Europe	72.16
France	1971	51285000	15554.55925	Europe	72.13
France	1972	51732000	16107.19171	Europe	72.38
France	1973	52157000	16853.49326	Europe	72.54
France	1974	52503000	17266.97996	Europe	72.89
France	1975	52758427	17140.24026	Europe	72.98
France	1976	52953613	17799.33496	Europe	73.22
France	1977	53165019	18292.63514	Europe	73.83
France	1978	53380649	18825.95486	Europe	73.95
France	1979	53605523	19409.07809	Europe	74.26
France	1980	53869743	19660.01861	Europe	74.35
France	1981	54147284	19835.85601	Europe	74.51
France	1982	54433565	20293.89746	Europe	74.89
France	1983	54649810	20643.23289	Europe	74.87
France	1984	54946500	20888.34207	Europe	75.37
France	1985	55171224	21225.41215	Europe	75.47
France	1986	55387361	21656.22833	Europe	75.75
France	1987	55630100	22066.44214	Europe	76.34
France	1988	55873463	22990.10356	Europe	76.57
France	1989	56416625	23669.58284	Europe	76.7
France	1990	56735161	24182.34052	Europe	76.99
France	1991	57055448	24382.98257	Europe	77.17
France	1992	57374179	24703.79615	Europe	77.46
France	1993	57658289	24334.03492	Europe	77.51
