country	continent	year	lifeExp
Czech Republic	Europe	1976	70.66
Czech Republic	Europe	1977	70.71
Czech Republic	Europe	1978	70.78
Czech Republic	Europe	1979	70.89
Czech Republic	Europe	1980	70.42
Czech Republic	Europe	1981	70.86
Czech Republic	Europe	1982	70.96
Czech Republic	Europe	1983	70.73
Czech Republic	Europe	1984	70.99
Czech Republic	Europe	1985	71.2
Czech Republic	Europe	1986	71.13
Czech Republic	Europe	1987	71.58
Czech Republic	Europe	1988	71.78
Czech Republic	Europe	1989	71.83
Czech Republic	Europe	1990	71.49
Czech Republic	Europe	1991	72.03
Czech Republic	Europe	1992	72.4
Czech Republic	Europe	1993	72.92
Czech Republic	Europe	1994	73.13
Czech Republic	Europe	1995	73.26
Czech Republic	Europe	1996	73.9
Czech Republic	Europe	1997	74.01
Czech Republic	Europe	1998	74.63
Czech Republic	Europe	1999	74.81
Czech Republic	Europe	2000	75.06
Czech Republic	Europe	2001	75.39
Czech Republic	Europe	2002	75.51
Czech Republic	Europe	2003	75.46
Czech Republic	Europe	2004	76.01
Czech Republic	Europe	2005	76.22
Czech Republic	Europe	2006	76.78
Czech Republic	Europe	2007	76.486
Denmark	Europe	1950	70.33
Denmark	Europe	1951	70.93
Denmark	Europe	1952	70.78
Denmark	Europe	1953	71.15
Denmark	Europe	1954	71.35
Denmark	Europe	1955	71.92
Denmark	Europe	1956	72.05
Denmark	Europe	1957	71.81
Denmark	Europe	1958	72.24
Denmark	Europe	1959	72.22
Denmark	Europe	1960	72.21
Denmark	Europe	1961	72.47
Denmark	Europe	1962	72.35
Denmark	Europe	1963	72.44
Denmark	Europe	1964	72.52
Denmark	Europe	1965	72.4
Denmark	Europe	1966	72.48
Denmark	Europe	1967	72.96
Denmark	Europe	1968	73.17
Denmark	Europe	1969	73.26
Denmark	Europe	1970	73.38
Denmark	Europe	1971	73.44
Denmark	Europe	1972	73.47
Denmark	Europe	1973	73.71
Denmark	Europe	1974	73.84
Denmark	Europe	1975	74.11
Denmark	Europe	1976	73.78
Denmark	Europe	1977	74.69
Denmark	Europe	1978	74.45
Denmark	Europe	1979	74.27
Denmark	Europe	1980	74.16
Denmark	Europe	1981	74.29
Denmark	Europe	1982	74.63
Denmark	Europe	1983	74.5
Denmark	Europe	1984	74.65
Denmark	Europe	1985	74.52
Denmark	Europe	1986	74.69
Denmark	Europe	1987	74.8
Denmark	Europe	1988	74.89
Denmark	Europe	1989	74.92
Denmark	Europe	1990	74.92
Denmark	Europe	1991	75.29
Denmark	Europe	1992	75.33
Denmark	Europe	1993	75.25
Denmark	Europe	1994	75.51
Denmark	Europe	1995	75.36
Denmark	Europe	1996	75.74
Denmark	Europe	1997	76.11
Denmark	Europe	1998	76.51
Denmark	Europe	1999	76.66
Denmark	Europe	2000	76.9
Denmark	Europe	2001	77.06
Denmark	Europe	2002	77.18
Denmark	Europe	2003	77.78
Denmark	Europe	2004	77.58
Denmark	Europe	2005	78.32
Denmark	Europe	2006	78.32
Denmark	Europe	2007	78.332
Djibouti	Africa	1952	34.812
Djibouti	Africa	1957	37.328
Djibouti	Africa	1962	39.693
Djibouti	Africa	1967	42.074
Djibouti	Africa	1972	44.366
Djibouti	Africa	1977	46.519
Djibouti	Africa	1982	48.812
Djibouti	Africa	1987	50.04
Djibouti	Africa	1992	51.604
Djibouti	Africa	1997	53.157
Djibouti	Africa	2002	53.373
Djibouti	Africa	2007	54.791
Dominican Republic	Americas	1952	45.928
Dominican Republic	Americas	1957	49.828
Dominican Republic	Americas	1962	53.459
Dominican Republic	Americas	1967	56.751
Dominican Republic	Americas	1972	59.631
Dominican Republic	Americas	1977	61.788
Dominican Republic	Americas	1982	63.727
Dominican Republic	Americas	1987	66.046
Dominican Republic	Americas	1992	68.457
Dominican Republic	Americas	1997	69.957
Dominican Republic	Americas	2002	70.847
Dominican Republic	Americas	2007	72.235
Ecuador	Americas	1952	48.357
Ecuador	Americas	1957	51.356
Ecuador	Americas	1962	54.64
Ecuador	Americas	1967	56.678
Ecuador	Americas	1972	58.796
Ecuador	Americas	1977	61.31
Ecuador	Americas	1982	64.342
Ecuador	Americas	1987	67.231
Ecuador	Americas	1992	69.613
Ecuador	Americas	1997	72.312
Ecuador	Americas	2002	74.173
Ecuador	Americas	2007	74.994
Egypt, Arab Rep.	Africa	1952	41.893
Egypt, Arab Rep.	Africa	1957	44.444
Egypt, Arab Rep.	Africa	1962	46.992
Egypt, Arab Rep.	Africa	1967	49.293
Egypt, Arab Rep.	Africa	1972	51.137
Egypt, Arab Rep.	Africa	1977	53.319
Egypt, Arab Rep.	Africa	1982	56.006
Egypt, Arab Rep.	Africa	1987	59.797
Egypt, Arab Rep.	Africa	1992	63.674
Egypt, Arab Rep.	Africa	1997	67.217
Egypt, Arab Rep.	Africa	2002	69.806
Egypt, Arab Rep.	Africa	2007	71.338
El Salvador	Americas	1952	45.262
El Salvador	Americas	1957	48.57
El Salvador	Americas	1962	52.307
El Salvador	Americas	1967	55.855
El Salvador	Americas	1972	58.207
El Salvador	Americas	1977	56.696
El Salvador	Americas	1982	56.604
El Salvador	Americas	1987	63.154
El Salvador	Americas	1992	66.798
El Salvador	Americas	1997	69.535
El Salvador	Americas	2002	70.734
El Salvador	Americas	2007	71.878
Equatorial Guinea	Africa	1952	34.482
Equatorial Guinea	Africa	1957	35.983
Equatorial Guinea	Africa	1962	37.485
Equatorial Guinea	Africa	1967	38.987
Equatorial Guinea	Africa	1972	40.516
Equatorial Guinea	Africa	1977	42.024
Equatorial Guinea	Africa	1982	43.662
Equatorial Guinea	Africa	1987	45.664
Equatorial Guinea	Africa	1992	47.545
Equatorial Guinea	Africa	1997	48.245
Equatorial Guinea	Africa	2002	49.348
Equatorial Guinea	Africa	2007	51.579
Eritrea	Africa	1952	35.928
Eritrea	Africa	1957	38.047
Eritrea	Africa	1962	40.158
Eritrea	Africa	1967	42.189
Eritrea	Africa	1972	44.142
Eritrea	Africa	1977	44.535
Eritrea	Africa	1982	43.89
Eritrea	Africa	1987	46.453
Eritrea	Africa	1992	49.991
Eritrea	Africa	1997	53.378
Eritrea	Africa	2002	55.24
Eritrea	Africa	2007	58.04
Estonia	Europe	1952	65.33
Estonia	Europe	1957	67.7
Estonia	Europe	1959	68.64
Estonia	Europe	1960	69.34
Estonia	Europe	1961	69.66
Estonia	Europe	1962	69.84
Estonia	Europe	1963	69.9
Estonia	Europe	1964	70.64
Estonia	Europe	1965	70.71
Estonia	Europe	1966	70.68
Estonia	Europe	1967	70.97
Estonia	Europe	1968	70.59
Estonia	Europe	1969	70.28
Estonia	Europe	1970	70.39
Estonia	Europe	1971	70.59
Estonia	Europe	1972	70.35
Estonia	Europe	1973	70.7
Estonia	Europe	1974	70.8
Estonia	Europe	1975	70.12
Estonia	Europe	1976	69.74
Estonia	Europe	1977	69.86
Estonia	Europe	1978	69.72
Estonia	Europe	1979	69.5
Estonia	Europe	1980	69.59
Estonia	Europe	1981	69.46
Estonia	Europe	1982	69.86
Estonia	Europe	1983	69.78
Estonia	Europe	1984	69.65
Estonia	Europe	1985	69.79
Estonia	Europe	1986	70.93
Estonia	Europe	1987	70.94
Estonia	Europe	1988	70.98
Estonia	Europe	1989	70.53
Estonia	Europe	1990	69.9
Estonia	Europe	1991	69.8
Estonia	Europe	1992	69.14
Estonia	Europe	1993	68.2
Estonia	Europe	1994	66.66
Estonia	Europe	1995	67.72
Estonia	Europe	1996	69.94
Estonia	Europe	1997	70.13
Estonia	Europe	1998	69.72
Estonia	Europe	1999	70.49
Estonia	Europe	2000	70.78
Estonia	Europe	2001	70.65
Estonia	Europe	2002	71.21
Estonia	Europe	2003	71.81
Estonia	Europe	2004	72.29
Estonia	Europe	2005	72.96
Estonia	Europe	2007	71.37
Ethiopia	Africa	1952	34.078
Ethiopia	Africa	1957	36.667
Ethiopia	Africa	1962	40.059
Ethiopia	Africa	1967	42.115
Ethiopia	Africa	1972	43.515
Ethiopia	Africa	1977	44.51
Ethiopia	Africa	1982	44.916
Ethiopia	Africa	1987	46.684
Ethiopia	Africa	1992	48.091
Ethiopia	Africa	1997	49.402
Ethiopia	Africa	2002	50.725
Ethiopia	Africa	2007	52.947
Fiji	Oceania	1952	52.46
Fiji	Oceania	1957	54.556
Fiji	Oceania	1962	56.494
Fiji	Oceania	1967	58.607
Fiji	Oceania	1972	60.642
Fiji	Oceania	1977	62.669
Fiji	Oceania	1982	64.683
Fiji	Oceania	1987	66.626
Fiji	Oceania	1992	66.575
Fiji	Oceania	1997	66.836
Fiji	Oceania	2002	67.832
Fiji	Oceania	2007	68.774
Finland	Europe	1950	64.24
Finland	Europe	1951	65.67
Finland	Europe	1952	66.55
Finland	Europe	1953	66.61
Finland	Europe	1954	67.57
Finland	Europe	1955	67.37
Finland	Europe	1956	67.99
Finland	Europe	1957	67.49
Finland	Europe	1958	68.63
Finland	Europe	1959	68.81
Finland	Europe	1960	69.01
Finland	Europe	1961	69.04
Finland	Europe	1962	68.75
Finland	Europe	1963	69.16
Finland	Europe	1964	69.37
Finland	Europe	1965	69.13
Finland	Europe	1966	69.65
Finland	Europe	1967	69.83
Finland	Europe	1968	69.79
Finland	Europe	1969	69.67
Finland	Europe	1970	70.36
Finland	Europe	1971	70.18
Finland	Europe	1972	70.87
Finland	Europe	1973	71.38
Finland	Europe	1974	71.3
Finland	Europe	1975	71.85
Finland	Europe	1976	72
Finland	Europe	1977	72.52
Finland	Europe	1978	73.08
Finland	Europe	1979	73.37
Finland	Europe	1980	73.66
Finland	Europe	1981	73.98
Finland	Europe	1982	74.55
Finland	Europe	1983	74.46
Finland	Europe	1984	74.77
Finland	Europe	1985	74.44
Finland	Europe	1986	74.8
Finland	Europe	1987	74.83
Finland	Europe	1988	74.79
Finland	Europe	1989	75.01
Finland	Europe	1990	75.04
Finland	Europe	1991	75.45
Finland	Europe	1992	75.7
Finland	Europe	1993	75.94
Finland	Europe	1994	76.64
Finland	Europe	1995	76.66
Finland	Europe	1996	76.94
Finland	Europe	1997	77.13
Finland	Europe	1998	77.34
Finland	Europe	1999	77.53
Finland	Europe	2000	77.76
Finland	Europe	2001	78.23
Finland	Europe	2002	78.37
Finland	Europe	2003	78.63
Finland	Europe	2004	78.96
Finland	Europe	2005	79.09
Finland	Europe	2006	79.49
Finland	Europe	2007	79.313
France	Europe	1950	66.39
France	Europe	1951	66.12
France	Europe	1952	67.41
France	Europe	1953	67.34
France	Europe	1954	68.21
France	Europe	1955	68.47
France	Europe	1956	68.5
France	Europe	1957	68.93
France	Europe	1958	70.16
France	Europe	1959	70.19
France	Europe	1960	70.4
France	Europe	1961	70.98
France	Europe	1962	70.51
France	Europe	1963	70.36
France	Europe	1964	71.32
France	Europe	1965	71.15
France	Europe	1966	71.56
France	Europe	1967	71.55
France	Europe	1968	71.54
France	Europe	1969	71.27
France	Europe	1970	72.16
France	Europe	1971	72.13
France	Europe	1972	72.38
France	Europe	1973	72.54
France	Europe	1974	72.89
France	Europe	1975	72.98
France	Europe	1976	73.22
France	Europe	1977	73.83
France	Europe	1978	73.95
France	Europe	1979	74.26
France	Europe	1980	74.35
France	Europe	1981	74.51
France	Europe	1982	74.89
France	Europe	1983	74.87
France	Europe	1984	75.37
France	Europe	1985	75.47
France	Europe	1986	75.75
France	Europe	1987	76.34
France	Europe	1988	76.57
France	Europe	1989	76.7
France	Europe	1990	76.99
France	Europe	1991	77.17
France	Europe	1992	77.46
France	Europe	1993	77.51
France	Europe	1994	77.95
France	Europe	1995	78.07
France	Europe	1996	78.28
France	Europe	1997	78.64
France	Europe	1998	78.81
France	Europe	1999	78.94
France	Europe	2000	79.25
France	Europe	2001	79.44
France	Europe	2002	79.59
France	Europe	2003	79.59
France	Europe	2004	80.52
France	Europe	2005	80.5
France	Europe	2007	80.657
French Guiana	NA	1952	53.28
French Guiana	NA	1957	56.07
French Guiana	NA	1962	59.38
French Guiana	NA	1967	64.17
French Guiana	NA	1972	65.66
French Guiana	NA	1977	66.47
French Guiana	NA	1982	69.363
French Guiana	NA	1987	71.198
French Guiana	NA	1992	72.757
French Guiana	NA	1997	74.242
French Guiana	NA	2002	75.142
French Guiana	NA	2007	75.875
French Polynesia	NA	1952	48.863
French Polynesia	NA	1957	54.769
French Polynesia	NA	1962	56.983
French Polynesia	NA	1967	59.191
French Polynesia	NA	1972	60.926
French Polynesia	NA	1977	62.427
French Polynesia	NA	1982	66.234
French Polynesia	NA	1987	68.211
French Polynesia	NA	1992	70.182
French Polynesia	NA	1997	71.821
French Polynesia	NA	2002	73.01
French Polynesia	NA	2007	74.057
Gabon	Africa	1952	37.003
Gabon	Africa	1957	38.999
Gabon	Africa	1962	40.489
Gabon	Africa	1967	44.598
Gabon	Africa	1972	48.69
Gabon	Africa	1977	52.79
Gabon	Africa	1982	56.564
Gabon	Africa	1987	60.19
Gabon	Africa	1992	61.366
Gabon	Africa	1997	60.461
Gabon	Africa	2002	56.761
Gabon	Africa	2007	56.735
Gambia, The	Africa	1952	30
Gambia, The	Africa	1957	32.065
Gambia, The	Africa	1962	33.896
Gambia, The	Africa	1967	35.857
Gambia, The	Africa	1972	38.308
Gambia, The	Africa	1977	41.842
Gambia, The	Africa	1982	45.58
Gambia, The	Africa	1987	49.265
Gambia, The	Africa	1992	52.644
Gambia, The	Africa	1997	55.861
Gambia, The	Africa	2002	58.041
Gambia, The	Africa	2007	59.448
Georgia	NA	1952	60.616
Georgia	NA	1957	62.625
Georgia	NA	1962	64.644
Georgia	NA	1967	66.654
Georgia	NA	1972	68.158
Georgia	NA	1977	69.634
Georgia	NA	1982	69.638
Georgia	NA	1987	70.45
Georgia	NA	1992	70.465
Georgia	NA	1997	70.49
Georgia	NA	2002	70.476
Georgia	NA	2007	70.987
Germany	Europe	1950	66.47296
Germany	Europe	1952	67.5
Germany	Europe	1957	69.1
Germany	Europe	1962	70.3
Germany	Europe	1967	70.8
Germany	Europe	1972	71
Germany	Europe	1977	72.5
Germany	Europe	1982	73.8
Germany	Europe	1987	74.847
Germany	Europe	1991	75.61
Germany	Europe	1992	76.07
Germany	Europe	1993	76.15
Germany	Europe	1994	76.47
Germany	Europe	1995	76.65
Germany	Europe	1996	76.9
Germany	Europe	1997	77.34
Germany	Europe	1998	77.7
Germany	Europe	1999	77.94
Germany	Europe	2000	78.21
Germany	Europe	2001	78.57
Germany	Europe	2002	78.67
Germany	Europe	2003	78.74
Germany	Europe	2004	79.33
Germany	Europe	2005	79.46
Germany	Europe	2006	79.79
Germany	Europe	2007	79.406
Ghana	Africa	1952	43.149
Ghana	Africa	1957	44.779
Ghana	Africa	1962	46.452
Ghana	Africa	1967	48.072
Ghana	Africa	1972	49.875
Ghana	Africa	1977	51.756
Ghana	Africa	1982	53.744
Ghana	Africa	1987	55.729
Ghana	Africa	1992	57.501
Ghana	Africa	1997	58.556
Ghana	Africa	2002	58.453
Ghana	Africa	2007	60.022
Greece	Europe	1950	65.7
Greece	Europe	1952	65.86
Greece	Europe	1957	67.86
Greece	Europe	1962	69.51
Greece	Europe	1967	71
Greece	Europe	1972	72.34
Greece	Europe	1977	73.68
Greece	Europe	1982	75.24
Greece	Europe	1987	76.67
Greece	Europe	1992	77.03
Greece	Europe	1997	77.869
Greece	Europe	2002	78.256
Greece	Europe	2007	79.483
Grenada	NA	1952	62.632
Grenada	NA	1957	63.114
Grenada	NA	1962	63.608
Grenada	NA	1967	64.091
Grenada	NA	1972	64.577
Grenada	NA	1977	65.035
Grenada	NA	1982	65.503
Grenada	NA	1987	66.002
Grenada	NA	1992	66.469
Grenada	NA	1997	66.986
Grenada	NA	2002	67.746
Grenada	NA	2007	68.724
Guadeloupe	NA	1952	56.53
Guadeloupe	NA	1957	61.57
Guadeloupe	NA	1962	64.62
Guadeloupe	NA	1967	65.82
Guadeloupe	NA	1972	67.76
Guadeloupe	NA	1977	69.86
Guadeloupe	NA	1982	72.51
Guadeloupe	NA	1987	73.58
Guadeloupe	NA	1992	75.856
Guadeloupe	NA	1997	77.286
Guadeloupe	NA	2002	78.405
Guadeloupe	NA	2007	79.198
Guam	Asia	1952	56.98
Guam	Asia	1957	59.528
Guam	Asia	1962	62.118
Guam	Asia	1967	64.457
Guam	Asia	1972	66.554
Guam	Asia	1977	68.354
Guam	Asia	1982	69.924
Guam	Asia	1987	71.254
Guam	Asia	1992	72.511
Guam	Asia	1997	73.55
Guam	Asia	2002	74.608
Guam	Asia	2007	75.507
Guatemala	Americas	1952	42.023
Guatemala	Americas	1957	44.142
Guatemala	Americas	1962	46.954
Guatemala	Americas	1967	50.016
Guatemala	Americas	1972	53.738
Guatemala	Americas	1977	56.029
Guatemala	Americas	1982	58.137
Guatemala	Americas	1987	60.782
Guatemala	Americas	1992	63.373
Guatemala	Americas	1997	66.322
Guatemala	Americas	2002	68.978
Guatemala	Americas	2007	70.259
Guinea	Africa	1952	33.609
Guinea	Africa	1957	34.558
Guinea	Africa	1962	35.753
Guinea	Africa	1967	37.197
Guinea	Africa	1972	38.842
Guinea	Africa	1977	40.762
Guinea	Africa	1982	42.891
Guinea	Africa	1987	45.552
Guinea	Africa	1992	48.576
Guinea	Africa	1997	51.455
Guinea	Africa	2002	53.676
Guinea	Africa	2007	56.007
Guinea-Bissau	Africa	1952	32.5
Guinea-Bissau	Africa	1957	33.489
Guinea-Bissau	Africa	1962	34.488
Guinea-Bissau	Africa	1967	35.492
Guinea-Bissau	Africa	1972	36.486
Guinea-Bissau	Africa	1977	37.465
Guinea-Bissau	Africa	1982	39.327
Guinea-Bissau	Africa	1987	41.245
Guinea-Bissau	Africa	1992	43.266
Guinea-Bissau	Africa	1997	44.873
Guinea-Bissau	Africa	2002	45.504
Guinea-Bissau	Africa	2007	46.388
Guyana	Americas	1952	52.31
Guyana	Americas	1957	54.815
Guyana	Americas	1962	57.32
Guyana	Americas	1967	59.187
Guyana	Americas	1972	59.958
Guyana	Americas	1977	60.651
Guyana	Americas	1982	60.923
Guyana	Americas	1987	61.79
Guyana	Americas	1992	62.531
Guyana	Americas	1997	62.06
Guyana	Americas	2002	63.578
Guyana	Americas	2007	66.827
Haiti	NA	1952	37.579
Haiti	NA	1957	40.696
Haiti	NA	1962	43.59
Haiti	NA	1967	46.243
Haiti	NA	1972	48.042
Haiti	NA	1977	49.923
Haiti	NA	1982	51.461
Haiti	NA	1987	53.636
Haiti	NA	1992	55.089
Haiti	NA	1997	56.671
Haiti	NA	2002	58.137
Haiti	NA	2007	60.916
Honduras	Americas	1952	41.912
Honduras	Americas	1957	44.665
Honduras	Americas	1962	48.041
Honduras	Americas	1967	50.924
Honduras	Americas	1972	53.884
Honduras	Americas	1977	57.402
Honduras	Americas	1982	60.909
Honduras	Americas	1987	64.492
Honduras	Americas	1992	66.399
Honduras	Americas	1997	67.659
Honduras	Americas	2002	68.565
Honduras	Americas	2007	70.198
Hong Kong, China	NA	1952	60.96
Hong Kong, China	NA	1957	64.75
Hong Kong, China	NA	1962	67.65
Hong Kong, China	NA	1967	70
Hong Kong, China	NA	1972	72
Hong Kong, China	NA	1977	73.6
Hong Kong, China	NA	1982	75.45
Hong Kong, China	NA	1987	76.2
Hong Kong, China	NA	1992	77.601
Hong Kong, China	NA	1997	80
Hong Kong, China	NA	2002	81.495
Hong Kong, China	NA	2007	82.208
Hungary	Europe	1950	62.07
Hungary	Europe	1951	62.46
Hungary	Europe	1952	64.03
Hungary	Europe	1953	63.87
Hungary	Europe	1954	65.43
Hungary	Europe	1955	66.88
Hungary	Europe	1956	66.04
Hungary	Europe	1957	66.41
Hungary	Europe	1958	67.42
Hungary	Europe	1959	67.32
Hungary	Europe	1960	68.09
Hungary	Europe	1961	69.02
Hungary	Europe	1962	67.96
Hungary	Europe	1963	68.98
Hungary	Europe	1964	69.48
Hungary	Europe	1965	69.17
Hungary	Europe	1966	69.93
Hungary	Europe	1967	69.5
Hungary	Europe	1968	69.33
Hungary	Europe	1969	69.4
Hungary	Europe	1970	69.24
Hungary	Europe	1971	69.13
Hungary	Europe	1972	69.76
Hungary	Europe	1973	69.63
Hungary	Europe	1974	69.35
Hungary	Europe	1975	69.4
Hungary	Europe	1976	69.69
Hungary	Europe	1977	69.95
Hungary	Europe	1978	69.49
Hungary	Europe	1979	69.7
Hungary	Europe	1980	69.11
Hungary	Europe	1981	69.17
Hungary	Europe	1982	69.39
Hungary	Europe	1983	68.95
Hungary	Europe	1984	68.99
Hungary	Europe	1985	68.93
Hungary	Europe	1986	69.13
Hungary	Europe	1987	69.58
Hungary	Europe	1988	69.96
Hungary	Europe	1989	69.41
Hungary	Europe	1990	69.39
Hungary	Europe	1991	69.45
Hungary	Europe	1992	69.17
Hungary	Europe	1993	69.17
Hungary	Europe	1994	69.61
Hungary	Europe	1995	70.01
Hungary	Europe	1996	70.59
Hungary	Europe	1997	71.04
Hungary	Europe	1998	70.97
Hungary	Europe	1999	71.1
Hungary	Europe	2000	71.83
Hungary	Europe	2001	72.47
Hungary	Europe	2002	72.59
Hungary	Europe	2003	72.61
Hungary	Europe	2004	73.01
Hungary	Europe	2005	72.97
Hungary	Europe	2007	73.338
Iceland	Europe	1950	71.01
Iceland	Europe	1951	71.05
Iceland	Europe	1952	72.49
Iceland	Europe	1953	72.31
Iceland	Europe	1954	73.36
Iceland	Europe	1955	73.3
Iceland	Europe	1956	72.98
Iceland	Europe	1957	73.47
Iceland	Europe	1958	73.43
Iceland	Europe	1959	72.66
Iceland	Europe	1960	74.09
Iceland	Europe	1961	73.47
Iceland	Europe	1962	73.68
Iceland	Europe	1963	72.98
Iceland	Europe	1964	73.57
Iceland	Europe	1965	73.84
Iceland	Europe	1966	73.23
Iceland	Europe	1967	73.73
Iceland	Europe	1968	73.94
Iceland	Europe	1969	73.71
Iceland	Europe	1970	73.81
Iceland	Europe	1971	73.55
Iceland	Europe	1972	74.46
Iceland	Europe	1973	74.31
Iceland	Europe	1974	74.37
Iceland	Europe	1975	75.35
Iceland	Europe	1976	76.71
Iceland	Europe	1977	76.11
Iceland	Europe	1978	76.42
Iceland	Europe	1979	76.63
Iceland	Europe	1980	76.66
Iceland	Europe	1981	76.35
Iceland	Europe	1982	76.99
Iceland	Europe	1983	76.63
Iceland	Europe	1984	77.43
Iceland	Europe	1985	77.56
Iceland	Europe	1986	78.09
Iceland	Europe	1987	77.23
Iceland	Europe	1988	77.08
Iceland	Europe	1989	78.15
Iceland	Europe	1990	77.98
Iceland	Europe	1991	77.94
Iceland	Europe	1992	78.77
Iceland	Europe	1993	78.98
Iceland	Europe	1994	79.24
Iceland	Europe	1995	78.05
Iceland	Europe	1996	78.84
Iceland	Europe	1997	78.95
Iceland	Europe	1998	79.67
Iceland	Europe	1999	79.46
Iceland	Europe	2000	79.72
Iceland	Europe	2001	80.64
Iceland	Europe	2002	80.5
Iceland	Europe	2003	81.06
Iceland	Europe	2004	80.95
Iceland	Europe	2005	81.43
Iceland	Europe	2006	81.12
Iceland	Europe	2007	81.757
India	Asia	1952	37.373
India	Asia	1957	40.249
India	Asia	1962	43.605
India	Asia	1967	47.193
India	Asia	1972	50.651
India	Asia	1977	54.208
India	Asia	1982	56.596
India	Asia	1987	58.553
India	Asia	1992	60.223
India	Asia	1997	61.765
India	Asia	2002	62.879
India	Asia	2007	64.698
Indonesia	Asia	1952	37.468
Indonesia	Asia	1957	39.918
Indonesia	Asia	1962	42.518
Indonesia	Asia	1967	45.964
Indonesia	Asia	1972	49.203
Indonesia	Asia	1977	52.702
Indonesia	Asia	1982	56.159
Indonesia	Asia	1987	60.137
Indonesia	Asia	1992	62.681
Indonesia	Asia	1997	66.041
Indonesia	Asia	2002	68.588
Indonesia	Asia	2007	70.65
Iran, Islamic Rep.	Asia	1952	44.869
Iran, Islamic Rep.	Asia	1957	47.181
Iran, Islamic Rep.	Asia	1962	49.325
Iran, Islamic Rep.	Asia	1967	52.469
Iran, Islamic Rep.	Asia	1972	55.234
Iran, Islamic Rep.	Asia	1977	57.702
Iran, Islamic Rep.	Asia	1982	59.62
Iran, Islamic Rep.	Asia	1987	63.04
Iran, Islamic Rep.	Asia	1992	65.742
Iran, Islamic Rep.	Asia	1997	68.042
Iran, Islamic Rep.	Asia	2002	69.451
Iran, Islamic Rep.	Asia	2007	70.964
Iraq	Asia	1952	45.32
Iraq	Asia	1957	48.437
Iraq	Asia	1962	51.457
Iraq	Asia	1967	54.459
Iraq	Asia	1972	56.95
Iraq	Asia	1977	60.413
Iraq	Asia	1982	62.038
Iraq	Asia	1987	65.044
Iraq	Asia	1992	59.461
Iraq	Asia	1997	58.811
Iraq	Asia	2002	57.046
Iraq	Asia	2007	59.545
Ireland	Europe	1951	65.8
Ireland	Europe	1952	66.91
Ireland	Europe	1957	68.9
Ireland	Europe	1962	70.29
Ireland	Europe	1967	71.08
Ireland	Europe	1972	71.28
Ireland	Europe	1977	72.03
Ireland	Europe	1982	73.1
Ireland	Europe	1987	74.36
Ireland	Europe	1992	75.467
Ireland	Europe	1997	76.122
Ireland	Europe	2002	77.783
Ireland	Europe	2007	78.885
Israel	Asia	1952	65.39
Israel	Asia	1957	67.84
Israel	Asia	1962	69.39
Israel	Asia	1967	70.75
Israel	Asia	1972	71.63
Israel	Asia	1977	73.06
Israel	Asia	1982	74.45
Israel	Asia	1987	75.6
Israel	Asia	1992	76.93
Israel	Asia	1997	78.269
Israel	Asia	2002	79.696
Israel	Asia	2007	80.745
Italy	Europe	1950	65.77
Italy	Europe	1951	65.31
Italy	Europe	1952	65.94
Italy	Europe	1953	66.58
Italy	Europe	1954	67.9
Italy	Europe	1955	68.25
Italy	Europe	1956	67.64
Italy	Europe	1957	67.81
Italy	Europe	1958	68.87
Italy	Europe	1959	69.32
Italy	Europe	1960	69.21
Italy	Europe	1961	69.85
Italy	Europe	1962	69.24
Italy	Europe	1963	69.35
Italy	Europe	1964	70.4
Italy	Europe	1965	70.27
Italy	Europe	1966	71.02
Italy	Europe	1967	71.06
Italy	Europe	1968	70.88
Italy	Europe	1969	70.9
Italy	Europe	1970	71.66
Italy	Europe	1971	71.91
Italy	Europe	1972	72.19
Italy	Europe	1973	72.13
Italy	Europe	1974	72.85
Italy	Europe	1975	72.76
Italy	Europe	1976	73.11
Italy	Europe	1977	73.48
Italy	Europe	1978	73.83
Italy	Europe	1979	74.16
Italy	Europe	1980	74.12
Italy	Europe	1981	74.51
Italy	Europe	1982	74.98
Italy	Europe	1983	74.8
Italy	Europe	1984	75.56
Italy	Europe	1985	75.67
Italy	Europe	1986	76
Italy	Europe	1987	76.42
Italy	Europe	1988	76.6
Italy	Europe	1989	77
Italy	Europe	1990	77.06
Italy	Europe	1991	77.07
Italy	Europe	1992	77.44
Italy	Europe	1993	77.72
Italy	Europe	1994	77.94
Italy	Europe	1995	78.19
Italy	Europe	1996	78.51
Italy	Europe	1997	78.82
Italy	Europe	1998	78.92
Italy	Europe	1999	79.31
Italy	Europe	2000	79.72
Italy	Europe	2001	80
Italy	Europe	2002	80.24
Italy	Europe	2003	80.32
Italy	Europe	2004	81.18
Italy	Europe	2007	80.546
Jamaica	Americas	1952	58.53
Jamaica	Americas	1957	62.61
Jamaica	Americas	1962	65.61
Jamaica	Americas	1967	67.51
Jamaica	Americas	1972	69
Jamaica	Americas	1977	70.11
Jamaica	Americas	1982	71.21
Jamaica	Americas	1987	71.77
Jamaica	Americas	1992	71.766
Jamaica	Americas	1997	72.262
Jamaica	Americas	2002	72.047
Jamaica	Americas	2007	72.567
Japan	Asia	1950	59.3
Japan	Asia	1951	60.99
Japan	Asia	1952	63.03
Japan	Asia	1953	63.37
Japan	Asia	1954	64.61
Japan	Asia	1955	65.77
Japan	Asia	1956	65.63
Japan	Asia	1957	65.5
Japan	Asia	1958	67.12
Japan	Asia	1959	67.51
Japan	Asia	1960	67.8
Japan	Asia	1961	68.45
Japan	Asia	1962	68.73
