country	year	pop	gdpPercap	lifeExp	continent
Finland	1952	4090500	6424.519071	66.55	Europe
Finland	1957	4324000	7545.415386	67.49	Europe
Finland	1962	4491443	9371.842561	68.75	Europe
Finland	1967	4605744	10921.63626	69.83	Europe
Finland	1972	4639657	14358.8759	70.87	Europe
Finland	1977	4738902	15605.42283	72.52	Europe
Finland	1982	4826933	18533.15761	74.55	Europe
Finland	1987	4931729	21141.01223	74.83	Europe
Finland	1992	5041039	20647.16499	75.7	Europe
Finland	1997	5134406	23723.9502	77.13	Europe
Finland	2002	5193039	28204.59057	78.37	Europe
Finland	2007	5238460	33207.0844	79.313	Europe
France	1952	42459667	7029.809327	67.41	Europe
France	1957	44310863	8662.834898	68.93	Europe
France	1962	47124000	10560.48553	70.51	Europe
France	1967	49569000	12999.91766	71.55	Europe
France	1972	51732000	16107.19171	72.38	Europe
France	1977	53165019	18292.63514	73.83	Europe
France	1982	54433565	20293.89746	74.89	Europe
France	1987	55630100	22066.44214	76.34	Europe
France	1992	57374179	24703.79615	77.46	Europe
France	1997	58623428	25889.78487	78.64	Europe
France	2002	59925035	28926.03234	79.59	Europe
France	2007	61083916	30470.0167	80.657	Europe
Gabon	1952	420702	4293.476475	37.003	Africa
Gabon	1957	434904	4976.198099	38.999	Africa
Gabon	1962	455661	6631.459222	40.489	Africa
Gabon	1967	489004	8358.761987	44.598	Africa
Gabon	1972	537977	11401.94841	48.69	Africa
Gabon	1977	706367	21745.57328	52.79	Africa
Gabon	1982	753874	15113.36194	56.564	Africa
Gabon	1987	880397	11864.40844	60.19	Africa
Gabon	1992	985739	13522.15752	61.366	Africa
Gabon	1997	1126189	14722.84188	60.461	Africa
Gabon	2002	1299304	12521.71392	56.761	Africa
Gabon	2007	1454867	13206.48452	56.735	Africa
Gambia	1952	284320	485.2306591	30	Africa
Gambia	1957	323150	520.9267111	32.065	Africa
Gambia	1962	374020	599.650276	33.896	Africa
Gambia	1967	439593	734.7829124	35.857	Africa
Gambia	1972	517101	756.0868363	38.308	Africa
Gambia	1977	608274	884.7552507	41.842	Africa
Gambia	1982	715523	835.8096108	45.58	Africa
Gambia	1987	848406	611.6588611	49.265	Africa
Gambia	1992	1025384	665.6244126	52.644	Africa
Gambia	1997	1235767	653.7301704	55.861	Africa
Gambia	2002	1457766	660.5855997	58.041	Africa
Gambia	2007	1688359	752.7497265	59.448	Africa
Germany	1952	69145952	7144.114393	67.5	Europe
Germany	1957	71019069	10187.82665	69.1	Europe
Germany	1962	73739117	12902.46291	70.3	Europe
Germany	1967	76368453	14745.62561	70.8	Europe
Germany	1972	78717088	18016.18027	71	Europe
Germany	1977	78160773	20512.92123	72.5	Europe
Germany	1982	78335266	22031.53274	73.8	Europe
Germany	1987	77718298	24639.18566	74.847	Europe
Germany	1992	80597764	26505.30317	76.07	Europe
Germany	1997	82011073	27788.88416	77.34	Europe
Germany	2002	82350671	30035.80198	78.67	Europe
Germany	2007	82400996	32170.37442	79.406	Europe
Ghana	1952	5581001	911.2989371	43.149	Africa
Ghana	1957	6391288	1043.561537	44.779	Africa
Ghana	1962	7355248	1190.041118	46.452	Africa
Ghana	1967	8490213	1125.69716	48.072	Africa
Ghana	1972	9354120	1178.223708	49.875	Africa
Ghana	1977	10538093	993.2239571	51.756	Africa
Ghana	1982	11400338	876.032569	53.744	Africa
Ghana	1987	14168101	847.0061135	55.729	Africa
Ghana	1992	16278738	925.060154	57.501	Africa
Ghana	1997	18418288	1005.245812	58.556	Africa
Ghana	2002	20550751	1111.984578	58.453	Africa
Ghana	2007	22873338	1327.60891	60.022	Africa
Greece	1952	7733250	3530.690067	65.86	Europe
Greece	1957	8096218	4916.299889	67.86	Europe
Greece	1962	8448233	6017.190733	69.51	Europe
Greece	1967	8716441	8513.097016	71	Europe
Greece	1972	8888628	12724.82957	72.34	Europe
Greece	1977	9308479	14195.52428	73.68	Europe
Greece	1982	9786480	15268.42089	75.24	Europe
Greece	1987	9974490	16120.52839	76.67	Europe
Greece	1992	10325429	17541.49634	77.03	Europe
Greece	1997	10502372	18747.69814	77.869	Europe
Greece	2002	10603863	22514.2548	78.256	Europe
Greece	2007	10706290	27538.41188	79.483	Europe
Guatemala	1952	3146381	2428.237769	42.023	Americas
Guatemala	1957	3640876	2617.155967	44.142	Americas
Guatemala	1962	4208858	2750.364446	46.954	Americas
Guatemala	1967	4690773	3242.531147	50.016	Americas
Guatemala	1972	5149581	4031.408271	53.738	Americas
Guatemala	1977	5703430	4879.992748	56.029	Americas
Guatemala	1982	6395630	4820.49479	58.137	Americas
Guatemala	1987	7326406	4246.485974	60.782	Americas
Guatemala	1992	8486949	4439.45084	63.373	Americas
Guatemala	1997	9803875	4684.313807	66.322	Americas
Guatemala	2002	11178650	4858.347495	68.978	Americas
Guatemala	2007	12572928	5186.050003	70.259	Americas
Guinea	1952	2664249	510.1964923	33.609	Africa
Guinea	1957	2876726	576.2670245	34.558	Africa
Guinea	1962	3140003	686.3736739	35.753	Africa
Guinea	1967	3451418	708.7595409	37.197	Africa
Guinea	1972	3811387	741.6662307	38.842	Africa
Guinea	1977	4227026	874.6858643	40.762	Africa
Guinea	1982	4710497	857.2503577	42.891	Africa
Guinea	1987	5650262	805.5724718	45.552	Africa
Guinea	1992	6990574	794.3484384	48.576	Africa
Guinea	1997	8048834	869.4497668	51.455	Africa
Guinea	2002	8807818	945.5835837	53.676	Africa
Guinea	2007	9947814	942.6542111	56.007	Africa
Guinea-Bissau	1952	580653	299.850319	32.5	Africa
Guinea-Bissau	1957	601095	431.7904566	33.489	Africa
Guinea-Bissau	1962	627820	522.0343725	34.488	Africa
Guinea-Bissau	1967	601287	715.5806402	35.492	Africa
Guinea-Bissau	1972	625361	820.2245876	36.486	Africa
Guinea-Bissau	1977	745228	764.7259628	37.465	Africa
Guinea-Bissau	1982	825987	838.1239671	39.327	Africa
Guinea-Bissau	1987	927524	736.4153921	41.245	Africa
Guinea-Bissau	1992	1050938	745.5398706	43.266	Africa
Guinea-Bissau	1997	1193708	796.6644681	44.873	Africa
Guinea-Bissau	2002	1332459	575.7047176	45.504	Africa
Guinea-Bissau	2007	1472041	579.231743	46.388	Africa
Haiti	1952	3201488	1840.366939	37.579	Americas
Haiti	1957	3507701	1726.887882	40.696	Americas
Haiti	1962	3880130	1796.589032	43.59	Americas
Haiti	1967	4318137	1452.057666	46.243	Americas
Haiti	1972	4698301	1654.456946	48.042	Americas
Haiti	1977	4908554	1874.298931	49.923	Americas
Haiti	1982	5198399	2011.159549	51.461	Americas
Haiti	1987	5756203	1823.015995	53.636	Americas
Haiti	1992	6326682	1456.309517	55.089	Americas
Haiti	1997	6913545	1341.726931	56.671	Americas
Haiti	2002	7607651	1270.364932	58.137	Americas
Haiti	2007	8502814	1201.637154	60.916	Americas
Honduras	1952	1517453	2194.926204	41.912	Americas
Honduras	1957	1770390	2220.487682	44.665	Americas
Honduras	1962	2090162	2291.156835	48.041	Americas
Honduras	1967	2500689	2538.269358	50.924	Americas
Honduras	1972	2965146	2529.842345	53.884	Americas
Honduras	1977	3055235	3203.208066	57.402	Americas
Honduras	1982	3669448	3121.760794	60.909	Americas
Honduras	1987	4372203	3023.096699	64.492	Americas
Honduras	1992	5077347	3081.694603	66.399	Americas
Honduras	1997	5867957	3160.454906	67.659	Americas
Honduras	2002	6677328	3099.72866	68.565	Americas
Honduras	2007	7483763	3548.330846	70.198	Americas
Hong Kong, China	1952	2125900	3054.421209	60.96	Asia
Hong Kong, China	1957	2736300	3629.076457	64.75	Asia
Hong Kong, China	1962	3305200	4692.648272	67.65	Asia
Hong Kong, China	1967	3722800	6197.962814	70	Asia
Hong Kong, China	1972	4115700	8315.928145	72	Asia
Hong Kong, China	1977	4583700	11186.14125	73.6	Asia
Hong Kong, China	1982	5264500	14560.53051	75.45	Asia
Hong Kong, China	1987	5584510	20038.47269	76.2	Asia
Hong Kong, China	1992	5829696	24757.60301	77.601	Asia
Hong Kong, China	1997	6495918	28377.63219	80	Asia
Hong Kong, China	2002	6762476	30209.01516	81.495	Asia
Hong Kong, China	2007	6980412	39724.97867	82.208	Asia
Hungary	1952	9504000	5263.673816	64.03	Europe
Hungary	1957	9839000	6040.180011	66.41	Europe
Hungary	1962	10063000	7550.359877	67.96	Europe
Hungary	1967	10223422	9326.64467	69.5	Europe
Hungary	1972	10394091	10168.65611	69.76	Europe
Hungary	1977	10637171	11674.83737	69.95	Europe
Hungary	1982	10705535	12545.99066	69.39	Europe
Hungary	1987	10612740	12986.47998	69.58	Europe
Hungary	1992	10348684	10535.62855	69.17	Europe
Hungary	1997	10244684	11712.7768	71.04	Europe
Hungary	2002	10083313	14843.93556	72.59	Europe
Hungary	2007	9956108	18008.94444	73.338	Europe
Iceland	1952	147962	7267.688428	72.49	Europe
Iceland	1957	165110	9244.001412	73.47	Europe
Iceland	1962	182053	10350.15906	73.68	Europe
Iceland	1967	198676	13319.89568	73.73	Europe
Iceland	1972	209275	15798.06362	74.46	Europe
Iceland	1977	221823	19654.96247	76.11	Europe
Iceland	1982	233997	23269.6075	76.99	Europe
Iceland	1987	244676	26923.20628	77.23	Europe
Iceland	1992	259012	25144.39201	78.77	Europe
Iceland	1997	271192	28061.09966	78.95	Europe
Iceland	2002	288030	31163.20196	80.5	Europe
Iceland	2007	301931	36180.78919	81.757	Europe
India	1952	3.72e+08	546.5657493	37.373	Asia
India	1957	4.09e+08	590.061996	40.249	Asia
India	1962	4.54e+08	658.3471509	43.605	Asia
India	1967	5.06e+08	700.7706107	47.193	Asia
India	1972	5.67e+08	724.032527	50.651	Asia
India	1977	6.34e+08	813.337323	54.208	Asia
India	1982	7.08e+08	855.7235377	56.596	Asia
India	1987	7.88e+08	976.5126756	58.553	Asia
India	1992	8.72e+08	1164.406809	60.223	Asia
India	1997	9.59e+08	1458.817442	61.765	Asia
India	2002	1034172547	1746.769454	62.879	Asia
India	2007	1110396331	2452.210407	64.698	Asia
Indonesia	1952	82052000	749.6816546	37.468	Asia
Indonesia	1957	90124000	858.9002707	39.918	Asia
Indonesia	1962	99028000	849.2897701	42.518	Asia
Indonesia	1967	109343000	762.4317721	45.964	Asia
Indonesia	1972	121282000	1111.107907	49.203	Asia
Indonesia	1977	136725000	1382.702056	52.702	Asia
Indonesia	1982	153343000	1516.872988	56.159	Asia
Indonesia	1987	169276000	1748.356961	60.137	Asia
Indonesia	1992	184816000	2383.140898	62.681	Asia
Indonesia	1997	199278000	3119.335603	66.041	Asia
Indonesia	2002	211060000	2873.91287	68.588	Asia
Indonesia	2007	223547000	3540.651564	70.65	Asia
Iran	1952	17272000	3035.326002	44.869	Asia
Iran	1957	19792000	3290.257643	47.181	Asia
Iran	1962	22874000	4187.329802	49.325	Asia
Iran	1967	26538000	5906.731805	52.469	Asia
Iran	1972	30614000	9613.818607	55.234	Asia
Iran	1977	35480679	11888.59508	57.702	Asia
Iran	1982	43072751	7608.334602	59.62	Asia
Iran	1987	51889696	6642.881371	63.04	Asia
Iran	1992	60397973	7235.653188	65.742	Asia
Iran	1997	63327987	8263.590301	68.042	Asia
Iran	2002	66907826	9240.761975	69.451	Asia
Iran	2007	69453570	11605.71449	70.964	Asia
Iraq	1952	5441766	4129.766056	45.32	Asia
Iraq	1957	6248643	6229.333562	48.437	Asia
Iraq	1962	7240260	8341.737815	51.457	Asia
Iraq	1967	8519282	8931.459811	54.459	Asia
Iraq	1972	10061506	9576.037596	56.95	Asia
Iraq	1977	11882916	14688.23507	60.413	Asia
Iraq	1982	14173318	14517.90711	62.038	Asia
Iraq	1987	16543189	11643.57268	65.044	Asia
Iraq	1992	17861905	3745.640687	59.461	Asia
Iraq	1997	20775703	3076.239795	58.811	Asia
Iraq	2002	24001816	4390.717312	57.046	Asia
Iraq	2007	27499638	4471.061906	59.545	Asia
Ireland	1952	2952156	5210.280328	66.91	Europe
Ireland	1957	2878220	5599.077872	68.9	Europe
Ireland	1962	2830000	6631.597314	70.29	Europe
Ireland	1967	2900100	7655.568963	71.08	Europe
Ireland	1972	3024400	9530.772896	71.28	Europe
Ireland	1977	3271900	11150.98113	72.03	Europe
Ireland	1982	3480000	12618.32141	73.1	Europe
Ireland	1987	3539900	13872.86652	74.36	Europe
Ireland	1992	3557761	17558.81555	75.467	Europe
Ireland	1997	3667233	24521.94713	76.122	Europe
Ireland	2002	3879155	34077.04939	77.783	Europe
Ireland	2007	4109086	40675.99635	78.885	Europe
Israel	1952	1620914	4086.522128	65.39	Asia
Israel	1957	1944401	5385.278451	67.84	Asia
Israel	1962	2310904	7105.630706	69.39	Asia
Israel	1967	2693585	8393.741404	70.75	Asia
Israel	1972	3095893	12786.93223	71.63	Asia
Israel	1977	3495918	13306.61921	73.06	Asia
Israel	1982	3858421	15367.0292	74.45	Asia
Israel	1987	4203148	17122.47986	75.6	Asia
Israel	1992	4936550	18051.52254	76.93	Asia
Israel	1997	5531387	20896.60924	78.269	Asia
Israel	2002	6029529	21905.59514	79.696	Asia
Israel	2007	6426679	25523.2771	80.745	Asia
Italy	1952	47666000	4931.404155	65.94	Europe
Italy	1957	49182000	6248.656232	67.81	Europe
Italy	1962	50843200	8243.58234	69.24	Europe
Italy	1967	52667100	10022.40131	71.06	Europe
Italy	1972	54365564	12269.27378	72.19	Europe
Italy	1977	56059245	14255.98475	73.48	Europe
Italy	1982	56535636	16537.4835	74.98	Europe
Italy	1987	56729703	19207.23482	76.42	Europe
Italy	1992	56840847	22013.64486	77.44	Europe
Italy	1997	57479469	24675.02446	78.82	Europe
Italy	2002	57926999	27968.09817	80.24	Europe
Italy	2007	58147733	28569.7197	80.546	Europe
Jamaica	1952	1426095	2898.530881	58.53	Americas
Jamaica	1957	1535090	4756.525781	62.61	Americas
Jamaica	1962	1665128	5246.107524	65.61	Americas
Jamaica	1967	1861096	6124.703451	67.51	Americas
Jamaica	1972	1997616	7433.889293	69	Americas
Jamaica	1977	2156814	6650.195573	70.11	Americas
Jamaica	1982	2298309	6068.05135	71.21	Americas
Jamaica	1987	2326606	6351.237495	71.77	Americas
Jamaica	1992	2378618	7404.923685	71.766	Americas
Jamaica	1997	2531311	7121.924704	72.262	Americas
Jamaica	2002	2664659	6994.774861	72.047	Americas
Jamaica	2007	2780132	7320.880262	72.567	Americas
Japan	1952	86459025	3216.956347	63.03	Asia
Japan	1957	91563009	4317.694365	65.5	Asia
Japan	1962	95831757	6576.649461	68.73	Asia
Japan	1967	100825279	9847.788607	71.43	Asia
Japan	1972	107188273	14778.78636	73.42	Asia
Japan	1977	113872473	16610.37701	75.38	Asia
Japan	1982	118454974	19384.10571	77.11	Asia
Japan	1987	122091325	22375.94189	78.67	Asia
Japan	1992	124329269	26824.89511	79.36	Asia
Japan	1997	125956499	28816.58499	80.69	Asia
Japan	2002	127065841	28604.5919	82	Asia
Japan	2007	127467972	31656.06806	82.603	Asia
Jordan	1952	607914	1546.907807	43.158	Asia
Jordan	1957	746559	1886.080591	45.669	Asia
Jordan	1962	933559	2348.009158	48.126	Asia
Jordan	1967	1255058	2741.796252	51.629	Asia
Jordan	1972	1613551	2110.856309	56.528	Asia
Jordan	1977	1937652	2852.351568	61.134	Asia
Jordan	1982	2347031	4161.415959	63.739	Asia
Jordan	1987	2820042	4448.679912	65.869	Asia
Jordan	1992	3867409	3431.593647	68.015	Asia
Jordan	1997	4526235	3645.379572	69.772	Asia
Jordan	2002	5307470	3844.917194	71.263	Asia
Jordan	2007	6053193	4519.461171	72.535	Asia
Kenya	1952	6464046	853.540919	42.27	Africa
Kenya	1957	7454779	944.4383152	44.686	Africa
Kenya	1962	8678557	896.9663732	47.949	Africa
Kenya	1967	10191512	1056.736457	50.654	Africa
Kenya	1972	12044785	1222.359968	53.559	Africa
Kenya	1977	14500404	1267.613204	56.155	Africa
Kenya	1982	17661452	1348.225791	58.766	Africa
Kenya	1987	21198082	1361.936856	59.339	Africa
Kenya	1992	25020539	1341.921721	59.285	Africa
Kenya	1997	28263827	1360.485021	54.407	Africa
Kenya	2002	31386842	1287.514732	50.992	Africa
Kenya	2007	35610177	1463.249282	54.11	Africa
Korea, Dem. Rep.	1952	8865488	1088.277758	50.056	Asia
Korea, Dem. Rep.	1957	9411381	1571.134655	54.081	Asia
Korea, Dem. Rep.	1962	10917494	1621.693598	56.656	Asia
Korea, Dem. Rep.	1967	12617009	2143.540609	59.942	Asia
Korea, Dem. Rep.	1972	14781241	3701.621503	63.983	Asia
Korea, Dem. Rep.	1977	16325320	4106.301249	67.159	Asia
Korea, Dem. Rep.	1982	17647518	4106.525293	69.1	Asia
Korea, Dem. Rep.	1987	19067554	4106.492315	70.647	Asia
Korea, Dem. Rep.	1992	20711375	3726.063507	69.978	Asia
Korea, Dem. Rep.	1997	21585105	1690.756814	67.727	Asia
Korea, Dem. Rep.	2002	22215365	1646.758151	66.662	Asia
Korea, Dem. Rep.	2007	23301725	1593.06548	67.297	Asia
Korea, Rep.	1952	20947571	1030.592226	47.453	Asia
Korea, Rep.	1957	22611552	1487.593537	52.681	Asia
Korea, Rep.	1962	26420307	1536.344387	55.292	Asia
Korea, Rep.	1967	30131000	2029.228142	57.716	Asia
Korea, Rep.	1972	33505000	3030.87665	62.612	Asia
Korea, Rep.	1977	36436000	4657.22102	64.766	Asia
Korea, Rep.	1982	39326000	5622.942464	67.123	Asia
Korea, Rep.	1987	41622000	8533.088805	69.81	Asia
Korea, Rep.	1992	43805450	12104.27872	72.244	Asia
Korea, Rep.	1997	46173816	15993.52796	74.647	Asia
Korea, Rep.	2002	47969150	19233.98818	77.045	Asia
Korea, Rep.	2007	49044790	23348.13973	78.623	Asia
Kuwait	1952	160000	108382.3529	55.565	Asia
Kuwait	1957	212846	113523.1329	58.033	Asia
Kuwait	1962	358266	95458.11176	60.47	Asia
Kuwait	1967	575003	80894.88326	64.624	Asia
Kuwait	1972	841934	109347.867	67.712	Asia
Kuwait	1977	1140357	59265.47714	69.343	Asia
Kuwait	1982	1497494	31354.03573	71.309	Asia
Kuwait	1987	1891487	28118.42998	74.174	Asia
Kuwait	1992	1418095	34932.91959	75.19	Asia
Kuwait	1997	1765345	40300.61996	76.156	Asia
Kuwait	2002	2111561	35110.10566	76.904	Asia
Kuwait	2007	2505559	47306.98978	77.588	Asia
Lebanon	1952	1439529	4834.804067	55.928	Asia
Lebanon	1957	1647412	6089.786934	59.489	Asia
Lebanon	1962	1886848	5714.560611	62.094	Asia
Lebanon	1967	2186894	6006.983042	63.87	Asia
Lebanon	1972	2680018	7486.384341	65.421	Asia
Lebanon	1977	3115787	8659.696836	66.099	Asia
Lebanon	1982	3086876	7640.519521	66.983	Asia
Lebanon	1987	3089353	5377.091329	67.926	Asia
Lebanon	1992	3219994	6890.806854	69.292	Asia
Lebanon	1997	3430388	8754.96385	70.265	Asia
Lebanon	2002	3677780	9313.93883	71.028	Asia
Lebanon	2007	3921278	10461.05868	71.993	Asia
Lesotho	1952	748747	298.8462121	42.138	Africa
Lesotho	1957	813338	335.9971151	45.047	Africa
Lesotho	1962	893143	411.8006266	47.747	Africa
Lesotho	1967	996380	498.6390265	48.492	Africa
Lesotho	1972	1116779	496.5815922	49.767	Africa
Lesotho	1977	1251524	745.3695408	52.208	Africa
Lesotho	1982	1411807	797.2631074	55.078	Africa
Lesotho	1987	1599200	773.9932141	57.18	Africa
Lesotho	1992	1803195	977.4862725	59.685	Africa
Lesotho	1997	1982823	1186.147994	55.558	Africa
Lesotho	2002	2046772	1275.184575	44.593	Africa
Lesotho	2007	2012649	1569.331442	42.592	Africa
Liberia	1952	863308	575.5729961	38.48	Africa
Liberia	1957	975950	620.9699901	39.486	Africa
Liberia	1962	1112796	634.1951625	40.502	Africa
Liberia	1967	1279406	713.6036483	41.536	Africa
Liberia	1972	1482628	803.0054535	42.614	Africa
Liberia	1977	1703617	640.3224383	43.764	Africa
Liberia	1982	1956875	572.1995694	44.852	Africa
Liberia	1987	2269414	506.1138573	46.027	Africa
Liberia	1992	1912974	636.6229191	40.802	Africa
Liberia	1997	2200725	609.1739508	42.221	Africa
Liberia	2002	2814651	531.4823679	43.753	Africa
Liberia	2007	3193942	414.5073415	45.678	Africa
Libya	1952	1019729	2387.54806	42.723	Africa
Libya	1957	1201578	3448.284395	45.289	Africa
Libya	1962	1441863	6757.030816	47.808	Africa
Libya	1967	1759224	18772.75169	50.227	Africa
Libya	1972	2183877	21011.49721	52.773	Africa
Libya	1977	2721783	21951.21176	57.442	Africa
Libya	1982	3344074	17364.27538	62.155	Africa
Libya	1987	3799845	11770.5898	66.234	Africa
Libya	1992	4364501	9640.138501	68.755	Africa
Libya	1997	4759670	9467.446056	71.555	Africa
Libya	2002	5368585	9534.677467	72.737	Africa
Libya	2007	6036914	12057.49928	73.952	Africa
Madagascar	1952	4762912	1443.011715	36.681	Africa
Madagascar	1957	5181679	1589.20275	38.865	Africa
Madagascar	1962	5703324	1643.38711	40.848	Africa
Madagascar	1967	6334556	1634.047282	42.881	Africa
Madagascar	1972	7082430	1748.562982	44.851	Africa
Madagascar	1977	8007166	1544.228586	46.881	Africa
Madagascar	1982	9171477	1302.878658	48.969	Africa
Madagascar	1987	10568642	1155.441948	49.35	Africa
Madagascar	1992	12210395	1040.67619	52.214	Africa
Madagascar	1997	14165114	986.2958956	54.978	Africa
Madagascar	2002	16473477	894.6370822	57.286	Africa
Madagascar	2007	19167654	1044.770126	59.443	Africa
Malawi	1952	2917802	369.1650802	36.256	Africa
Malawi	1957	3221238	416.3698064	37.207	Africa
Malawi	1962	3628608	427.9010856	38.41	Africa
Malawi	1967	4147252	495.5147806	39.487	Africa
Malawi	1972	4730997	584.6219709	41.766	Africa
Malawi	1977	5637246	663.2236766	43.767	Africa
Malawi	1982	6502825	632.8039209	45.642	Africa
Malawi	1987	7824747	635.5173634	47.457	Africa
Malawi	1992	10014249	563.2000145	49.42	Africa
Malawi	1997	10419991	692.2758103	47.495	Africa
Malawi	2002	11824495	665.4231186	45.009	Africa
Malawi	2007	13327079	759.3499101	48.303	Africa
Malaysia	1952	6748378	1831.132894	48.463	Asia
Malaysia	1957	7739235	1810.066992	52.102	Asia
Malaysia	1962	8906385	2036.884944	55.737	Asia
Malaysia	1967	10154878	2277.742396	59.371	Asia
Malaysia	1972	11441462	2849.09478	63.01	Asia
Malaysia	1977	12845381	3827.921571	65.256	Asia
Malaysia	1982	14441916	4920.355951	68	Asia
Malaysia	1987	16331785	5249.802653	69.5	Asia
Malaysia	1992	18319502	7277.912802	70.693	Asia
Malaysia	1997	20476091	10132.90964	71.938	Asia
Malaysia	2002	22662365	10206.97794	73.044	Asia
Malaysia	2007	24821286	12451.6558	74.241	Asia
Mali	1952	3838168	452.3369807	33.685	Africa
Mali	1957	4241884	490.3821867	35.307	Africa
Mali	1962	4690372	496.1743428	36.936	Africa
Mali	1967	5212416	545.0098873	38.487	Africa
Mali	1972	5828158	581.3688761	39.977	Africa
Mali	1977	6491649	686.3952693	41.714	Africa
Mali	1982	6998256	618.0140641	43.916	Africa
Mali	1987	7634008	684.1715576	46.364	Africa
Mali	1992	8416215	739.014375	48.388	Africa
Mali	1997	9384984	790.2579846	49.903	Africa
Mali	2002	10580176	951.4097518	51.818	Africa
Mali	2007	12031795	1042.581557	54.467	Africa
Mauritania	1952	1022556	743.1159097	40.543	Africa
Mauritania	1957	1076852	846.1202613	42.338	Africa
Mauritania	1962	1146757	1055.896036	44.248	Africa
Mauritania	1967	1230542	1421.145193	46.289	Africa
Mauritania	1972	1332786	1586.851781	48.437	Africa
Mauritania	1977	1456688	1497.492223	50.852	Africa
Mauritania	1982	1622136	1481.150189	53.599	Africa
Mauritania	1987	1841240	1421.603576	56.145	Africa
Mauritania	1992	2119465	1361.369784	58.333	Africa
Mauritania	1997	2444741	1483.136136	60.43	Africa
Mauritania	2002	2828858	1579.019543	62.247	Africa
Mauritania	2007	3270065	1803.151496	64.164	Africa
Mauritius	1952	516556	1967.955707	50.986	Africa
Mauritius	1957	609816	2034.037981	58.089	Africa
Mauritius	1962	701016	2529.067487	60.246	Africa
Mauritius	1967	789309	2475.387562	61.557	Africa
Mauritius	1972	851334	2575.484158	62.944	Africa
Mauritius	1977	913025	3710.982963	64.93	Africa
Mauritius	1982	992040	3688.037739	66.711	Africa
Mauritius	1987	1042663	4783.586903	68.74	Africa
Mauritius	1992	1096202	6058.253846	69.745	Africa
Mauritius	1997	1149818	7425.705295	70.736	Africa
Mauritius	2002	1200206	9021.815894	71.954	Africa
Mauritius	2007	1250882	10956.99112	72.801	Africa
Mexico	1952	30144317	3478.125529	50.789	Americas
Mexico	1957	35015548	4131.546641	55.19	Americas
Mexico	1962	41121485	4581.609385	58.299	Americas
Mexico	1967	47995559	5754.733883	60.11	Americas
Mexico	1972	55984294	6809.40669	62.361	Americas
Mexico	1977	63759976	7674.929108	65.032	Americas
Mexico	1982	71640904	9611.147541	67.405	Americas
Mexico	1987	80122492	8688.156003	69.498	Americas
Mexico	1992	88111030	9472.384295	71.455	Americas
Mexico	1997	95895146	9767.29753	73.67	Americas
Mexico	2002	102479927	10742.44053	74.902	Americas
Mexico	2007	108700891	11977.57496	76.195	Americas
Mongolia	1952	800663	786.5668575	42.244	Asia
Mongolia	1957	882134	912.6626085	45.248	Asia
Mongolia	1962	1010280	1056.353958	48.251	Asia
Mongolia	1967	1149500	1226.04113	51.253	Asia
Mongolia	1972	1320500	1421.741975	53.754	Asia
Mongolia	1977	1528000	1647.511665	55.491	Asia
Mongolia	1982	1756032	2000.603139	57.489	Asia
Mongolia	1987	2015133	2338.008304	60.222	Asia
Mongolia	1992	2312802	1785.402016	61.271	Asia
Mongolia	1997	2494803	1902.2521	63.625	Asia
Mongolia	2002	2674234	2140.739323	65.033	Asia
Mongolia	2007	2874127	3095.772271	66.803	Asia
Montenegro	1952	413834	2647.585601	59.164	Europe
Montenegro	1957	442829	3682.259903	61.448	Europe
Montenegro	1962	474528	4649.593785	63.728	Europe
Montenegro	1967	501035	5907.850937	67.178	Europe
Montenegro	1972	527678	7778.414017	70.636	Europe
Montenegro	1977	560073	9595.929905	73.066	Europe
Montenegro	1982	562548	11222.58762	74.101	Europe
Montenegro	1987	569473	11732.51017	74.865	Europe
Montenegro	1992	621621	7003.339037	75.435	Europe
Montenegro	1997	692651	6465.613349	75.445	Europe
Montenegro	2002	720230	6557.194282	73.981	Europe
Montenegro	2007	684736	9253.896111	74.543	Europe
Morocco	1952	9939217	1688.20357	42.873	Africa
Morocco	1957	11406350	1642.002314	45.423	Africa
Morocco	1962	13056604	1566.353493	47.924	Africa
Morocco	1967	14770296	1711.04477	50.335	Africa
Morocco	1972	16660670	1930.194975	52.862	Africa
Morocco	1977	18396941	2370.619976	55.73	Africa
Morocco	1982	20198730	2702.620356	59.65	Africa
Morocco	1987	22987397	2755.046991	62.677	Africa
Morocco	1992	25798239	2948.047252	65.393	Africa
Morocco	1997	28529501	2982.101858	67.66	Africa
Morocco	2002	31167783	3258.495584	69.615	Africa
Morocco	2007	33757175	3820.17523	71.164	Africa
Mozambique	1952	6446316	468.5260381	31.286	Africa
Mozambique	1957	7038035	495.5868333	33.779	Africa
Mozambique	1962	7788944	556.6863539	36.161	Africa
Mozambique	1967	8680909	566.6691539	38.113	Africa
Mozambique	1972	9809596	724.9178037	40.328	Africa
Mozambique	1977	11127868	502.3197334	42.495	Africa
Mozambique	1982	12587223	462.2114149	42.795	Africa
Mozambique	1987	12891952	389.8761846	42.861	Africa
Mozambique	1992	13160731	410.8968239	44.284	Africa
Mozambique	1997	16603334	472.3460771	46.344	Africa
Mozambique	2002	18473780	633.6179466	44.026	Africa
Mozambique	2007	19951656	823.6856205	42.082	Africa
Myanmar	1952	20092996	331	36.319	Asia
Myanmar	1957	21731844	350	41.905	Asia
Myanmar	1962	23634436	388	45.108	Asia
